,clean company name,original company names,original row number,company matches,fuzz ratio
708,bobbi brown professional cosmetics,Bobbi Brown Professional Cosmetics Inc.,1185,['bobbi brown professional cosmetics'],[100]
709,bode chemie,BODE Chemie GmbH,1186,['bode chemie'],[100]
710,body action,"Body Action Products, Inc",1187,['body action'],[100]
711,body merry,"Body Merry, LLC",1188,['body merry'],[100]
712,body shop wake forest,"The Body Shop Wake Forest, The Body Shop, Wake Forest","6237, 6238","['body shop wake forest', 'body shop wake forest'], ['body shop wake forest', 'body shop wake forest']","[100, 100], [100, 100]"
713,bodylogicmd fort lauderdale,BodyLogicMD of Fort Lauderdale,1189,['bodylogicmd fort lauderdale'],[100]
714,bodyshphere,"Bodyshphere, LLC",1190,['bodyshphere'],[100]
715,bodysphere,"Bodysphere, LLC",1191,['bodysphere'],[100]
716,boehringer ingelheim,"Boehringer Ingelheim Pharmaceuticals Inc., Boehringer Ingelheim Pharmaceuticals, Inc.","1192, 1193","['boehringer ingelheim', 'boehringer ingelheim'], ['boehringer ingelheim', 'boehringer ingelheim']","[100, 100], [100, 100]"
717,boelter companies,Boelter Companies Inc.,1194,['boelter companies'],[100]
718,boggs gases div boggs fire equipment,Boggs Gases div. Boggs Fire Equipment,1195,['boggs gases div boggs fire equipment'],[100]
719,boiron,BOIRON,1196,['boiron'],[100]
720,bolero decor,"Bolero Home Decor, Inc.",1197,['bolero decor'],[100]
721,bolm,"Bolm, Inc.",1198,['bolm'],[100]
722,bona fide beauty lab,Bona Fide Beauty Lab PS LLC,1199,['bona fide beauty lab'],[100]
723,bond,"Bond Inc., Co., Ltd.",1200,['bond'],[100]
724,bongeo,"BonGeo Pharmaceuticals, Inc.",1201,['bongeo'],[100]
725,boone drugs,"Boone Drugs, Inc",1202,['boone drugs'],[100]
726,boots retail,Boots Retail USA Inc,1203,['boots retail'],[100]
727,borden,Borden Company (Private) Limited,1204,['borden'],[100]
728,borden pte,Borden Company PTE Limited,1205,['borden pte'],[100]
729,boscia,"Boscia LLC, Boscia, LLC.","1206, 1207","['boscia', 'boscia'], ['boscia', 'boscia']","[100, 100], [100, 100]"
730,boston nutraceutical production sl,Boston Nutraceutical Production SL,1208,['boston nutraceutical production sl'],[100]
731,botanical science,"BOTANICAL SCIENCE, INC.",1209,['botanical science'],[100]
732,bottled science,"Bottled Science, Inc.",1210,['bottled science'],[100]
733,bouari weight loss,"BOUARI GROUP, LLC dba WEIGHT LOSS COMPANY, THE",1211,['bouari weight loss'],[100]
734,bowyn labs,"Bowyn Labs, LLC",1212,['bowyn labs'],[100]
735,bozeman deaconess,Bozeman Deaconess Health Services,1213,['bozeman deaconess'],[100]
736,bpi labs,"BPI Labs LLC, BPI Labs, LLC","1214, 1215","['bpi labs', 'bpi labs'], ['bpi labs', 'bpi labs']","[100, 100], [100, 100]"
737,br,"B.R., BR","880, 1216","['br', 'br'], ['br', 'br']","[100, 100], [100, 100]"
738,bracco diagnostics,"Bracco Diagnostics Inc, Bracco Diagnostics Inc.","1217, 1218","['bracco diagnostics', 'bracco diagnostics'], ['bracco diagnostics', 'bracco diagnostics']","[100, 100], [100, 100]"
739,bradford soap works,"Bradford Soap Works, Inc.",1219,['bradford soap works'],[100]
740,bradshaws industrial interstate welding,"Bradshaw's Industrial Supply, Inc. dba Interstate Welding Supply",1220,['bradshaws industrial interstate welding'],[100]
741,brainerd,"Brainerd Medical Supply, Inc.",1221,['brainerd'],[100]
742,braintree,"Braintree Laboratories, Inc.",1222,['braintree'],[100]
743,brand management,"International Brand Management Inc, International Brand Management, LLC","3264, 3265","['brand management', 'brand management'], ['brand management', 'brand management']","[100, 100], [100, 100]"
744,brandable,"Brandable, Brandable, Inc.","1223, 1224","['brandable', 'brandable'], ['brandable', 'brandable']","[100, 100], [100, 100]"
745,branderscom,"BRANDERS.COM, INC.",1225,['branderscom'],[100]
746,brandless,Brandless,1226,['brandless'],[100]
747,brands,"Brands International, Brands International Corp, Brands International Corporation","1228, 1229, 1230","['brands', 'brands', 'brands'], ['brands', 'brands', 'brands'], ['brands', 'brands', 'brands']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
748,brands internation,Brands Internation Corp,1227,['brands internation'],[100]
749,brandywine,"Brandywine Pharmaceuticals, LLC",1231,['brandywine'],[100]
750,brassica private,BRASSICA PHARMA PRIVATE LIMITED,1232,['brassica private'],[100]
751,braun,B. Braun Medical Inc.,878,['braun'],[100]
752,brava,"Brava Pharmaceuticals, LLC",1233,['brava'],[100]
753,bray,Bray Group Limited,1234,['bray'],[100]
754,breakthrough,Breakthrough M2 Inc,1235,['breakthrough'],[100]
755,breathe e-z equipment,Breathe E-Z Medical Equipment,1236,['breathe e-z equipment'],[100]
756,breckenridge,"Breckenridge Pharmaceutical, Inc, Breckenridge Pharmaceutical, Inc.","1237, 1238","['breckenridge', 'breckenridge'], ['breckenridge', 'breckenridge']","[100, 100], [100, 100]"
757,breeckenridge,"Breeckenridge Pharmaceutical, Inc.",1239,['breeckenridge'],[100]
758,breeden brothers,"Breeden Brothers, LLC",1240,['breeden brothers'],[100]
759,brevard equipment,Brevard Medical Equipment,1241,['brevard equipment'],[100]
760,brigham womens hospital,"Brigham and Women's Hospital, Inc., The, BRIGHAM AND WOMEN`S HOSPITAL, INC., THE","1242, 1243","['brigham womens hospital', 'brigham womens hospital'], ['brigham womens hospital', 'brigham womens hospital']","[100, 100], [100, 100]"
761,bright future,Bright Future Pharmaceutical Laboratories Limited,1244,['bright future'],[100]
762,bright guard,"Bright Guard, LLC",1245,['bright guard'],[100]
763,brightgene bio-medical technology,"BrightGene Bio-Medical Technology Co., Ltd.",1246,['brightgene bio-medical technology'],[100]
764,bristol-myers squibb,"Bristol-Myers Squibb, Bristol-Myers Squibb Company, Bristol-Myers Squibb Pharma Company","1247, 1248, 1249","['bristol-myers squibb', 'bristol-myers squibb', 'bristol-myers squibb'], ['bristol-myers squibb', 'bristol-myers squibb', 'bristol-myers squibb'], ['bristol-myers squibb', 'bristol-myers squibb', 'bristol-myers squibb']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
765,broder bros,"Broder Bros Co.,",1250,['broder bros'],[100]
766,broncolin de,"Broncolin S.A de C.V., BRONCOLIN, S.A. de C.V.","1251, 1252","['broncolin de', 'broncolin de'], ['broncolin de', 'broncolin de']","[100, 100], [100, 100]"
767,bronx welding,Bronx Welding Supply Inc,1253,['bronx welding'],[100]
768,brookfield,"Brookfield Pharmaceuticals, LLC",1254,['brookfield'],[100]
769,brookhaus essentials,Brookhaus Essentials LLC,1255,['brookhaus essentials'],[100]
770,brookmeade hardware&supply,Brookmeade Hardware & Supply Co.,1256,['brookmeade hardware&supply'],[100]
771,broom lane enterprises,Broom Lane Enterprises,1257,['broom lane enterprises'],[100]
772,brownings pharmacy,Browning's Pharmacy and Health Care Inc.,1258,['brownings pharmacy'],[100]
773,bryant ranch prepack,Bryant Ranch Prepack,1259,['bryant ranch prepack'],[100]
774,bryson industries,"Bryson Industries Inc, Bryson Industries Inc.","1260, 1261","['bryson industries', 'bryson industries'], ['bryson industries', 'bryson industries']","[100, 100], [100, 100]"
775,bs cosmetics,"Bs Cosmetics Co.,ltd.",1262,['bs cosmetics'],[100]
776,bsg&co,"BSG H & B Co., Ltd.",1263,['bsg&co'],[100]
777,btg,BTG International Inc.,1264,['btg'],[100]
778,btgin,"BTGIN CO.,LTD",1265,['btgin'],[100]
779,bu brands,"Bu Brands, LLC",1266,['bu brands'],[100]
780,buckeye,"Buckeye International, Inc.",1268,['buckeye'],[100]
781,buckeye center,"Buckeye Home Health Center, Inc.",1267,['buckeye center'],[100]
782,buddate,BUDDATE Co Ltd,1269,['buddate'],[100]
783,budpak,Budpak Inc.,1270,['budpak'],[100]
784,budsworth labs,Budsworth Labs LLC,1271,['budsworth labs'],[100]
785,bueno meditech,Bueno MEDITECH,1272,['bueno meditech'],[100]
786,buffalo wheelchair naples oxygen,Buffalo Wheelchair dba Naples Oxygen,1273,['buffalo wheelchair naples oxygen'],[100]
787,bunce rental rental&supply,Bunce Rental Inc dba American Medical Rental & Supply,1274,['bunce rental rental&supply'],[100]
788,bunzl,BUNZL,1275,['bunzl'],[100]
789,bunzl distribution,BUNZL Distribution,1276,['bunzl distribution'],[100]
790,bunzl processor distribution,Bunzl Processor Distribution LLC,1277,['bunzl processor distribution'],[100]
791,burberry,Burberry Limited,1278,['burberry'],[100]
792,burel,"Burel Pharma, Burel Pharmaceuticals, Inc., Burel Pharmaceuticals, LLC","1279, 1280, 1281","['burel', 'burel', 'burel'], ['burel', 'burel', 'burel'], ['burel', 'burel', 'burel']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
793,burke therapeutics,"Burke Therapeutics, Burke Therapeutics, LLC","1282, 1283","['burke therapeutics', 'burke therapeutics'], ['burke therapeutics', 'burke therapeutics']","[100, 100], [100, 100]"
794,burkhart dental,Burkhart Dental Supply Inc,1284,['burkhart dental'],[100]
795,burn solution foundations,Burn Solution Foundations,1285,['burn solution foundations'],[100]
796,burstusainc,BURST.USA.Inc,1286,['burstusainc'],[100]
797,burts bees,"Burt's Bees, Burt's Bees, Inc.","1287, 1288","['burts bees', 'burts bees'], ['burts bees', 'burts bees']","[100, 100], [100, 100]"
798,buth-na-bodhaige,"Buth-Na-Bodhaige, Inc.,",1289,['buth-na-bodhaige'],[100]
799,butler gas,Butler Gas Products Company,1290,['butler gas'],[100]
800,buzz,BUZZ PRODUCTS (HK) CO. LIMITED,1293,['buzz'],[100]
801,buzz export,"Buzz Export Services Pty Ltd, Buzz Export Services Pty., Ltd.","1291, 1292","['buzz export', 'buzz export'], ['buzz export', 'buzz export']","[100, 100], [100, 100]"
802,buzzagogo,"Buzzagogo, LLC",1294,['buzzagogo'],[100]
803,bwxt itg canada,"BWXT ITG Canada, Inc.",1295,['bwxt itg canada'],[100]
804,c,"6c23, Llc, C3 Co., Ltd.","55, 1308","['c', 'c'], ['c', 'c']","[100, 100], [100, 100]"
805,c global,C7 Global LLC,1309,['c global'],[100]
806,c&c oxygen,C&C Oxygen Company,1306,['c&c oxygen'],[100]
807,c&oxygen,C & C Oxygen Company,1296,['c&oxygen'],[100]
808,c&tech,C&TECH CORPORATION,1307,['c&tech'],[100]
809,ca pharm,"C.A Pharm Co., Ltd.",1297,['ca pharm'],[100]
810,ca-botana,CA-BOTANA INTERNATIONAL,1310,['ca-botana'],[100]
811,cadila,"Cadila Healthcare Limited, Cadila Pharmaceuticals Limited","1311, 1312","['cadila', 'cadila'], ['cadila', 'cadila']","[100, 100], [100, 100]"
812,cajun therapeutics,"Cajun Therapeutics, LLC",1313,['cajun therapeutics'],[100]
813,cal,"Cal Pharma, Cal Pharma LLC","1314, 1315","['cal', 'cal'], ['cal', 'cal']","[100, 100], [100, 100]"
814,caldrea,The Caldrea Company,6239,['caldrea'],[100]
815,caldwell,Caldwell Health LLC,1318,['caldwell'],[100]
816,caldwell consumer,"Caldwell Consumer Health LLC, Caldwell Consumer Health, LLC","1316, 1317","['caldwell consumer', 'caldwell consumer'], ['caldwell consumer', 'caldwell consumer']","[100, 100], [100, 100]"
817,calego,"Calego International Inc, Calego International Inc.","1319, 1320","['calego', 'calego'], ['calego', 'calego']","[100, 100], [100, 100]"
818,calfarme pteltd,Calfarme (singapore) Pte.Ltd,1321,['calfarme pteltd'],[100]
819,california,"California Pharmaceutical LLC, California Pharmaceutical, LLC, California Pharmaceuticals, LLC","1322, 1323, 1324","['california', 'california', 'california'], ['california', 'california', 'california'], ['california', 'california', 'california']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
820,california los angeles,"University of California, Los Angeles",6567,['california los angeles'],[100]
821,california tool welding,"California Tool and Welding Supply, LLC",1326,['california tool welding'],[100]
822,california tool&welding,"California Tool & Welding Supply, LLC",1325,['california tool&welding'],[100]
823,call,"CALL INC (d.b.a Rochester Pharmaceuticals), CALL INC. (dba Rochester Pharmaceuticals)","1327, 1328","['call', 'call'], ['call', 'call']","[100, 100], [100, 100]"
824,calmar a&r,Calmar dba A&R Medical Supply,1329,['calmar a&r'],[100]
825,calmoseptine,Calmoseptine Inc.,1330,['calmoseptine'],[100]
826,calox,Calox Inc,1331,['calox'],[100]
827,calvin scott,"CALVIN, SCOTT AND COMPANY, INCORPORATED",1332,['calvin scott'],[100]
828,camber,"Camber Pharmaceutical Inc, Camber Pharmaceuticals, Camber Pharmaceuticals Inc, Camber Pharmaceuticals Inc., Camber Pharmaceuticals, Inc, Camber Pharmaceuticals, Inc.","1335, 1336, 1337, 1338, 1339, 1340","['camber', 'camber', 'camber', 'camber', 'camber', 'camber'], ['camber', 'camber', 'camber', 'camber', 'camber', 'camber'], ['camber', 'camber', 'camber', 'camber', 'camber', 'camber'], ['camber', 'camber', 'camber', 'camber', 'camber', 'camber'], ['camber', 'camber', 'camber', 'camber', 'camber', 'camber'], ['camber', 'camber', 'camber', 'camber', 'camber', 'camber']","[100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100]"
829,camber consumer,"Camber Consumer Care, Camber Consumer Care. Inc.","1333, 1334","['camber consumer', 'camber consumer'], ['camber consumer', 'camber consumer']","[100, 100], [100, 100]"
830,cambridge therapeutics,"Cambridge Therapeutics Technologies, LLC",1341,['cambridge therapeutics'],[100]
831,cameron,"Cameron Pharmaceuticals, LLC",1342,['cameron'],[100]
832,cammacks pharmacies jims pharmacy,"Cammack's Pharmacies, Inc. dba Jim's Pharmacy",1343,['cammacks pharmacies jims pharmacy'],[100]
833,canadian unique,Canadian Unique Health Ltd.,1344,['canadian unique'],[100]
834,candice nelms,"CANDICE NELMS, INC.",1345,['candice nelms'],[100]
835,cangene biopharma,Cangene BioPharma,1346,['cangene biopharma'],[100]
836,cannessentia,CannEssentia LLC,1347,['cannessentia'],[100]
837,canton,Canton Laboratories,1348,['canton'],[100]
838,cape,"Cape Medical Supply, Inc",1350,['cape'],[100]
839,cape cod all natural,"Cape Cod All Natural, Inc.",1349,['cape cod all natural'],[100]
840,capellon,"Capellon Pharmaceuticals, LLC",1351,['capellon'],[100]
841,capillus,"Capillus, Llc",1352,['capillus'],[100]
842,capitol welders,"Capitol Welders Supply Co., Inc.",1355,['capitol welders'],[100]
843,caplin steriles,Caplin Steriles Limited,1356,['caplin steriles'],[100]
844,capsule,Capsule Corporation,1357,['capsule'],[100]
845,car one,Car One,1358,['car one'],[100]
846,cara,"Cara, Incorporated",1359,['cara'],[100]
847,caraco,"Caraco Pharma, Inc., Caraco Pharmaceutical Laboratories, Ltd.","1360, 1361","['caraco', 'caraco'], ['caraco', 'caraco']","[100, 100], [100, 100]"
848,carbia,Carbia International,1362,['carbia'],[100]
849,carbon biotech,Carbon Biotech Llc,1363,['carbon biotech'],[100]
850,carbon innovation,"Carbon Innovation, Inc.",1364,['carbon innovation'],[100]
851,cardinal,".Cardinal Health, Cardinal Health, Cardinal Health (Leader), Cardinal Health (Leader) 37205, Cardinal Health (Leader) 49781, Cardinal Health (Leader) 70000, Cardinal Health 200, Inc., Cardinal Health 414, LLC, Cardinal Health 418, Inc, Cardinal Health Inc., Cardinal Health LLC, Cardinal Health, Inc, Cardinal Health, Inc., Cardinal Health.","27, 1365, 1366, 1367, 1368, 1369, 1370, 1371, 1372, 1373, 1374, 1375, 1376, 1377","['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal'], ['cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal', 'cardinal']","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]"
852,cardon,Cardon LLC,1378,['cardon'],[100]
853,carefusion,"CareFusion 213 LLC, CareFusion 213, LLC, CareFusion 2200 Inc","1384, 1385, 1386","['carefusion', 'carefusion', 'carefusion'], ['carefusion', 'carefusion', 'carefusion'], ['carefusion', 'carefusion', 'carefusion']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
854,caregen,"Caregen Co.,Ltd.",1387,['caregen'],[100]
855,carelife,Carelife (USA) Inc.,1388,['carelife'],[100]
856,carelinc equipment,CareLinc Medical Equipment,1389,['carelinc equipment'],[100]
857,careone,CareOne,1390,['careone'],[100]
858,carepro risk management,Carepro Health Risk Management,1391,['carepro risk management'],[100]
859,caretta therapeutics,Caretta Therapeutics,1392,['caretta therapeutics'],[100]
860,cargus,"Cargus International, Inc.",1393,['cargus'],[100]
861,cariba,Cariba International,1394,['cariba'],[100]
862,caribe natural,"Caribe Natural LLC, Caribe Natural, Inc.","1395, 1396","['caribe natural', 'caribe natural'], ['caribe natural', 'caribe natural']","[100, 100], [100, 100]"
863,carilion materials management,Carilion Materials Management,1397,['carilion materials management'],[100]
