,Code,Description,Count
5830,AXISCM,Axis Communications AB,1.0
5831,AXISEP,Axis Europe plc,1.0
5832,AXITPZ,iShares MSCI ACWI ex U.S. Industrials ETF,1.0
5833,AXITTZ,iShares MSCI ACWI ex U.S. Information Technology ETF,1.0
5834,AXJONI,Axel Johnson Inc,14.0
5835,AXLJ,Axel Johnson AB,3.0
5836,AXLMFU,Alex's Lemonade Stand Foundation for Childhood Cancer,63.0
5837,AXLRA,Axelar AB,22.0
5838,AXMIT,"Axim Biotechnologies, Inc.",441.0
5839,AXMRUV,Aix-Marseille University,84.0
5840,AXMSWD,Axel Johnson Holding AB,12.0
5841,AXMSYS,LabVantage Solutions Inc,88.0
5842,AXMTPP,iShares MSCI ACWI ex U.S. Materials ETF,1.0
5843,AXMWI,Axiom Worldwide Inc,32.0
5844,AXMXI,AxioMx Inc.,51.0
5845,AXNMTI,Axonics Modulation Technologies Inc.,253.0
5846,AXNWTI,Axine Water Technologies Inc.,2.0
5847,AXOLTL,Axolotl Corporation,3.0
5848,AXOMIN,Axonia Medical Inc.,1.0
5849,AXONNG,Axon Neuroscience GmbH,1.0
5850,AXOSYI,Axon Systems Inc,1.0
5851,AXPEUL,AXA Private Equity UK Ltd.,23.0
5852,AXPHBL,Calliditas Therapeutics AB,67.0
5853,AXPTTA,Landmark Apartment Trust of America Inc,3.0
5854,AXR,Amrep Corp,82.0
5855,AXRACL,Axio Research Corporation,10.0
5856,AXRAUS,Xceed Resources Ltd.,3.0
5857,AXRG,AXA Rosenberg Group LLC,62.0
5858,AXRTIP,Alpha X-Ray Technologies (India) Private Limited,3.0
5859,AXSDCG,Axel Springer Digital Classifieds GmbH,1.0
5860,AXSLPZ,iShares MSCI ACWI ex U.S. Consumer Staples ETF,1.0
5861,AXSMTT,Axsome Therapeutics Inc,1923.0
5862,AXSN,AXSUN Technologies Inc,78.0
5863,AXTAL,AXT Inc,202.0
5864,AXTRII,Axtria Inc.,5.0
5865,AXUCK,Apex International Co Ltd,1.0
5866,AXUTPP,iShares MSCI ACWI ex U.S. Utilities ETF,1.0
5867,AXVTSC,Axovant Sciences Ltd,2446.0
5868,AXWAYS,Axway Software S.A.,21.0
5869,AXWTRS,Shenzhen-ZhongRong Morgan Investment Holding Group Co. Ltd.,1.0
5870,AXZ,Axcan Schwarz,2.0
5871,AYABIR,Aditya Birla Retail,4.0
5872,AYALND,Ayala Land Inc,4.0
5873,AYASDI,Ayasdi Inc.,4.0
5874,AYBACQ,Alberton Acquisition Corporation,59.0
5875,AYEDUN,Schwab 1000 Index ETF,2.0
5876,AYITHA,Albany Institute of History and Art,2.0
5877,AYLAC,Ayala Corp,4.0
5878,AYLNI,Ayla Networks Inc.,7.0
5879,AYMCD,A.Y. McDonald Mfg. Co,3.0
5880,AYMMLY,Nomad Foods Ltd.,126.0
5881,AYMMZA,SCWorx Corp.,9.0
5882,AYRHD,"HC Innovations, Inc.",2.0
5883,AYRXR,Yangarra Resources Ltd,2.0
5884,AYTURK,Aygaz AS,1.0
5885,AYUDMC,Ayuda Management Corporation,1.0
5886,AZA,ALZA Corp,1042.0
5887,AZALCL,Azalea Capital LLC,3.0
5888,AZAYTI,Azaya Therapeutics Inc,203.0
5889,AZBREG,Arizona Board of Regents,145.0
5890,AZCART,Arizona Commission on the Arts,1.0
5891,AZCCIY,Arizona Chamber of Commerce and Industry,4.0
5892,AZCCOM,Arizona Corporation Commission,15.0
5893,AZCOMN,Santa Fe Gold Corporation,2.0
5894,AZDAD,Arizona Department of Administration,1.0
5895,AZDAGR,Arizona Department of Agriculture,4.0
5896,AZDCRR,Arizona Department of Corrections,16.0
5897,AZDECS,Arizona Department of Economic Security,2.0
5898,AZDELI,Azdel,2.0
5899,AZDEQ,Arizona Department of Environmental Quality,7.0
5900,AZDHS,Arizona Department of Health Services,222.0
5901,AZDINS,Arizona Department of Insurance,7.0
5902,AZDPSY,Arizona Department of Public Safety,5.0
5903,AZDTRA,Arizona Department of Transportation,2.0
5904,AZDWMS,Arizona Department of Weights and Measures,2.0
5905,AZDWRS,Arizona Department of Water Resources,1.0
5906,AZELIS,Azelis SA,4.0
5907,AZEMTO,Iren SpA,4.0
5908,AZENER,A2A SpA,63.0
5909,AZEUSS,Azeus Systems Holdings Ltd,9.0
5910,AZEVPI,Azevan Pharmaceuticals Inc,95.0
5911,AZFBNK,AFB Bank,21.0
5912,AZHCCC,Arizona Health Care Cost Containment System,55.0
5913,AZHFND,Alzheimer's Foundation of America,50.0
5914,AZHSOY,Arizona Historical Society,1.0
5915,AZIAN,BrainChip Holdings Ltd.,15.0
5916,AZKSP,Azkoyen SA,1.0
5917,AZLECM,AZ Electronic Materials S.A.,146.0
5918,AZMAN,AZZ Inc,453.0
5919,AZMBD,Arizona Medical Board,23.0
5920,AZMIDC,Azure Midstream Energy LLC,11.0
5921,AZMJFU,Azim Premji Foundation,2.0
5922,AZMNUK,Smartspace Software PLC,12.0
5923,AZMT,Azimut Holding S.p.A.,12.0
5924,AZMUR,Azomures SA,1.0
5925,AZNCP,Lumonall Inc.,2.0
5926,AZNPMB,Skoda Auto as,3.0
5927,AZNTSL,Azantis Inc,10.0
5928,AZOAQ,Association of Zoos and Aquariums,12.0
5929,AZOL,State Oil Company of Azerbaijan Republic,3.0
5930,AZOROF,Actifio Inc,26.0
5931,AZPIPL,Azure Power Global Ltd,102.0
5932,AZPSC,Arkansas Public Service Commission,2.0
5933,AZPXDT,Arsenal Vascular Inc.,91.0
5934,AZRBI,AstraZeneca R&D Boston Inc.,341.0
5935,AZRIDJ,Azrieli Group Ltd.,9.0
5936,AZRINT,Pharmagreen Biotech Inc,15.0
5937,AZSBP,Arizona State Board of Pharmacy,64.0
5938,AZSCLY,Arkansas State Crime Laboratory,2.0
5939,AZSLD,Arizona State Land Department,2.0
5940,AZSOPL,Aztec Solar Power LLC,1.0
5941,AZSPBD,Arkansas State Plant Board,9.0
5942,AZSRSY,Arizona State Retirement System,14.0
5943,AZTAEI,Aztalan Engineering Inc,2.0
5944,AZTCQ,Azteca Acquisition Corporation,6.0
5945,AZTENG,Blaze Energy Corporation,2.0
5946,AZTGAM,Astro Gaming Inc.,1.0
5947,AZTUTM,Astute Medical Inc.,133.0
5948,AZUAIR,Azul Linhas Aereas Brasileiras,48.0
5949,AZUMIO,Azumio Inc.,9.0
5950,AZUREL,Proteonomix Inc,38.0
5951,AZURPI,Jazz Pharmaceuticals Commercial Corp,10.0
5952,AZUSPU,Azusa Pacific University,6.0
5953,AZVEI,"PetLife Pharmaceuticals, Inc.",295.0
5954,AZWCC,Arkansas Workers' Compensation Commission,1.0
5955,AZWDM,US-China Biomedical Technology Inc.,17.0
5956,AZXXRD,Carena Inc.,10.0
5957,AZYYZO,HF Foods Group Inc.,6.0
5958,BAABIP,Babcock & Brown International Pty Ltd,1.0
5959,BAACMI,B.F. Ascher & Company Inc,21.0
5960,BAADIQ,Bank Administration Institute,2.0
5961,BAAG,Surteco Group SE,4.0
5962,BAAINT,Baan Company NV,30.0
5963,BAAML,Blackstone Alternative Asset Management LP,8.0
5964,BAAPL,BHP Billiton Aluminium Australia Pty Ltd,1.0
5965,BAAPSU,The British Association of Aesthetic Plastic Surgeons,4.0
5966,BAASCC,Baldwin & Shell Construction Company,3.0
5967,BAASIA,China Construction Bank (Asia) Corporation Limited,3.0
5968,BAATC,Ball Aerospace & Technologies Corporation,13.0
5969,BAAVSC,British Science Association,1.0
5970,BABAME,FLY Leasing Limited,314.0
5971,BABBTL,Babraham Bioscience Technologies Limited,2.0
5972,BABCBR,Banco ABC Brasil SA,1.0
5973,BABCEN,"BabyCenter, L.L.C.",6.0
5974,BABCML,Barings LLC,179.0
5975,BABCPI,Babcock Power Inc,4.0
5976,BABDR,Dr. BABOR GmbH & Co. KG,2.0
5977,BABINC,BAB Inc,12.0
5978,BABINV,Banco BBM S.A.,2.0
5979,BABK,Babcock International Group PLC,102.0
5980,BABMAG,Highbury House Communications PLC,9.0
5981,BABMED,Babel Media Ltd,1.0
5982,BABO,Baker Botts L.L.P.,162.0
5983,BABOWN,Babcock & Brown Limited,19.0
5984,BABOWO,Bath and Body Works Inc,137.0
5985,BABRNY,Barney & Barney LLC,9.0
5986,BABROL,Bowman and Brooke LLP,16.0
5987,BABUSC,British-American Business Council,13.0
5988,BABYAZ,Santa Fe Petroleum Inc,40.0
5989,BACAML,Bacardi-Martini Limited,3.0
5990,BACARD,Bacardi & Company Limited,29.0
5991,BACBVN,BAC B.V.,17.0
5992,BACBYS,YogaWorks Inc,151.0
5993,BACCPT,BAC Capital Trust VIII,35.0
5994,BACHFI,Bartow Regional Medical Center Inc.,5.0
5995,BACMAJ,Bac Majestic,5.0
5996,BACOP,BM Alliance Coal Operations Pty Ltd,1.0
5997,BACQCL,Bix Produce Company,2.0
5998,BACRI,Banco de Credito e Inversiones SA,11.0
5999,BACSCP,Bay Area Council,4.0
6000,BACSPS,B&C Speakers S.p.A.,2.0
6001,BACTIA,Bactiguard Holding AB,86.0
6002,BACUCL,British Acupuncture Council,5.0
6003,BACUSA,Bacardi USA Inc,13.0
6004,BACXNC,BAC Canada Finance Co,40.0
6005,BACZEG,Interconnector (UK) Ltd,4.0
6006,BADGER,Badger Daylighting Ltd.,21.0
6007,BADIU,Baidu Inc.,799.0
6008,BADNRC,Broadcast Audience Research Council India,3.0
6009,BADP,BRISA - Auto-estradas de Portugal S.A.,2.0
6010,BADQRI,Myovant Sciences Ltd.,670.0
6011,BADRUG,Bartell Drug Co,992.0
6012,BADSA,Gigaset AG,6.0
6013,BADSI,BSI SA,2.0
6014,BADSTI,Big A Drug Stores Inc.,6.0
6015,BAE,BAE Systems PLC,332.0
6016,BAEASD,Bald Eagle Area School District,1.0
6017,BAERLG,Baerlocher GmbH,6.0
6018,BAERSL,BlueBird Aero Systems Ltd,5.0
6019,BAESOL,BAE Systems (Operations) Ltd,30.0
6020,BAETCU,BAETA Corp.,6.0
6021,BAFINZ,Bundesanstalt für Finanzdienstleistungsaufsicht,213.0
6022,BAFNPL,Bafna Pharmaceuticals Limited,9.0
6023,BAFOUN,Barnes Foundation,15.0
6024,BAFTAR,British Academy of Film and Television Arts,1.0
6025,BAFZMA,Vonetize PLC,3.0
6026,BAGIGL,Bagir Group Ltd.,4.0
6027,BAGIIL,BlackRock Asset Management Ireland Limited,3263.0
6028,BAGO,Laboratorios Bago,20.0
6029,BAGXCR,iPath GEMS Asia 8 ETN,12.0
6030,BAHAPL,Baxter Healthcare (Asia) Pte Ltd,26.0
6031,BAHCEL,Suzano SA,20.0
6032,BAHCIB,"Bahamas Concierge, Inc.",3.0
6033,BAHESY,Banner Health System,271.0
6034,BAHFAE,B&H Foto & Electronics Corp,10.0
6035,BAHLD,dormakaba Holding AG,6.0
6036,BAHMDL,Baha Mar Ltd,5.0
6037,BAHSAN,Bharat Sanchar Nigam Ltd,7.0
6038,BAHTEL,Bahrain Telecommunications Co,4.0
6039,BAHWL,Wellington Financial LP,5.0
6040,BAIAL,Bel Air Investment Advisors LLC,9.0
6041,BAIDSI,Black AIDS Institute,35.0
6042,BAIECI,Baierl Chevrolet Inc.,8.0
6043,BAIGOL,Baillie Gifford Overseas Limited,4.0
6044,BAIHOI,"Bailey House, Inc.",1.0
6045,BAIIUL,Zodiac Seats UK Ltd,1.0
6046,BAILEU,E.L. & C. Baillieu Stockbroking Ltd,1.0
6047,BAINC,"Bain & Company, Inc.",701.0
6048,BAINCA,"Bain Capital, LLC",1868.0
6049,BAIRW,International Consolidated Airlines Group S.A.,432.0
6050,BAJAAL,Bajaj Auto Limited,154.0
6051,BAJAJA,Bajaj Finserv Limited,25.0
6052,BAJELC,Bajaj Electricals Ltd,17.0
6053,BAJJ,Bajaj Holdings & Investment Limited,29.0
6054,BAJTEM,Force Motors Ltd,15.0
6055,BAKCAI,Barbara Ann Karmanos Cancer Institute,159.0
6056,BAKCAP,Baker Capital,2.0
6057,BAKDAN,Baker And Daniels,42.0
6058,BAKEM,"Michael Baker International, LLC",250.0
6059,BAKENT,The Bank of Kentucky Financial Corp,33.0
6060,BAKHJ,HJ Baker and Bro Inc,1.0
6061,BAKHOS,Baker & Hostetler LLP,22.0
6062,BAKINT,Baker Hughes Incorporated,3266.0
6063,BAKM,Baker & McKenzie,199.0
6064,BAKMAN,Baker Manufacturing Co,6.0
6065,BAKTED,Ted Baker PLC,28.0
6066,BALAJT,Balaji Telefilms Ltd,12.0
6067,BALAML,Asset Balyasny Management L P,785.0
6068,BALAMP,Bankhaus Lampe KG,46.0
6069,BALBAR,The Balance Bar Company,85.0
6070,BALCHM,Balchem Corporation,687.0
6071,BALCMI,Balrampur Chini Mills Ltd,55.0
6072,BALCO,Aluminium Bahrain B.S.C,3.0
6073,BALCOR,Ball Corporation,1235.0
6074,BALD,Baldwin & Lyons Inc,114.0
6075,BALDAW,Clere AG,32.0
6076,BALDHC,Baldwin Hardware Corporation,1.0
6077,BALDLU,Balducci's LLC,1.0
6078,BALEC,Baldor Electric Company,22.0
6079,BALEMC,Bales Motor Company,1.0
6080,BALGIF,Baillie Gifford & Company Ltd,373.0
6081,BALGS,Constellation Energy Group Inc,48.0
6082,BALHT,Bally Total Fitness Holding Corporation,17.0
6083,BALI,Bausch & Lomb IOM S.p.A.,18.0
6084,BALISY,B & L Information Systems Inc,9.0
6085,BALKGL,Pearl Global Ltd,2.0
6086,BALLAW,Balmer Lawrie & Co Ltd,7.0
6087,BALLIN,Ballarpur Industries Ltd,7.0
6088,BALLLP,Burns & Levinson LLP,25.0
6089,BALLMP,Ballard Medical Products,15.0
6090,BALLOM,"Ballantyne Strong, Inc.",261.0
6091,BALLPV,Ballast Point Ventures,12.0
6092,BALLSM,Ball Semiconductor Inc,2.0
6093,BALLUI,Balluff Inc,4.0
6094,BALMML,Viking SeaTech UK Ltd,3.0
6095,BALMSC,Balise Motor Sales Company,2.0
6096,BALMSI,Baltimore Medical System Inc.,4.0
6097,BALOSE,Baloise-Holding AG,8.0
6098,BALPAP,Balkrishna Industries Ltd,20.0
6099,BALPBO,Bal Pharma Ltd,48.0
6100,BALPOW,Ballard Power Systems Inc.,237.0
6101,BALPWR,Balaton Power Industries Inc,2.0
6102,BALRAV,Baltimore Ravens (team),125.0
6103,BALSI,Ballard Spahr LLP,97.0
6104,BALSOI,Baltimore Symphony Orchestra Inc.,2.0
6105,BALTAI,Baltia Air Lines Inc,8.0
6106,BALTDK,Alm Brand Skadesforsikring AS,2.0
6107,BALU,Luxfer Holdings PLC,222.0
6108,BALUL,Bausch & Lomb UK Ltd,2.0
6109,BAMAL,Barton Malow Company,2.0
6110,BAMBCM,IPIX Corp,6.0
6111,BAMCIN,Bamco Inc.,46.0
6112,BAMEIN,Barilla America Inc.,2.0
6113,BAMEPC,BP America Production Company,4.0
6114,BAMF,British and American Investment Trust PLC,7.0
6115,BAMFDC,"The Bama Companies, Inc.",3.0
6116,BAMHOL,Koninklijke BAM Groep NV,4.0
6117,BAMIN,Balaji Amines Ltd,3.0
6118,BAMMUS,Books-A-Million Inc,113.0
6119,BAMNGI,Brandywine Global Investment Management LLC,17.0
6120,BAMONC,Banco Monex,1.0
6121,BAMONO,Red Monkey Foods Inc.,2.0
6122,BAMRCI,BP America Inc,14.0
6123,BAMROO,Bumrungrad Hospital PCL,7.0
6124,BAMYY,Brooklyn Academy of Music,3.0
6125,BANA,Banana Republic Inc,60.0
6126,BANAHO,BANA Holding Corporation,11.0
6127,BANAHU,Banaras Hindu University,52.0
6128,BANALA,Aalandsbanken Abp,4.0
6129,BANAXF,Banas Finance Ltd.,1.0
6130,BANBAR,Bank of Baroda Ltd,241.0
6131,BANBHI,BBVA Chile SA,2.0
6132,BANBIC,Banco BICE,3.0
6133,BANBK,Bangladesh Bank,25.0
6134,BANBUD,"Baron & Budd, P.C.",339.0
6135,BANBV,Banco Bilbao Vizcaya Argentaria SA,690.0
6136,BANCBT,The Bancorp Bank,4.0
6137,BANCH,Bando Chemical Industries Ltd,3.0
6138,BANCTA,Banco Santander Totta S.A.,2.0
6139,BANDAV,Bank of the Carolinas Corp.,4.0
6140,BANDLG,Bausch & Lomb GmbH,20.0
6141,BANDRP,Bernecker + Rainer Industrie-Elektronik GmbH,2.0
6142,BANDW,B&W Group Ltd,15.0
6143,BANENG,Banner Engineering Corporation,11.0
6144,BANESP,Banco Espanol de Credito SA,1.0
6145,BANEST,Banco del Estado de Chile,1.0
6146,BANG,Emera Maine,17.0
6147,BANGNT,Bango PLC,1.0
6148,BANGOL,Bang & Olufsen Holding A/S,8.0
6149,BANGPC,Bangor Publishing Company,3.0
6150,BANGUN,Bangor University,18.0
6151,BANHAN,Caixa - Banco de Investimento SA,3.0
6152,BANHGI,Bankers Healthcare Group Inc,47.0
6153,BANHGL,Tidi Products LLC,111.0
6154,BANIL,BIMB Holdings Bhd,2.0
6155,BANISC,Banca IMI Securities Corp,6.0
6156,BANITA,Itau Unibanco Holding SA,272.0
6157,BANJA,Joseph A Bank Clothiers Inc,179.0
6158,BANKAT,BankAtlantic,1.0
6159,BANKMA,Bank of Marin Bancorp,106.0
6160,BANKML,Cardtronics UK Ltd,1.0
6161,BANKMS,Bankruptcy Management Solutions,4.0
6162,BANKRI,Bank Rhode Island,3.0
6163,BANKSR,Sierra Bancorp,96.0
6164,BANKTC,Bank ten Cate & Cie NV,1.0
6165,BANKUN,BankUnited Inc.,647.0
6166,BANKY,The Bank of Kyoto Ltd,3.0
6167,BANLEV,Block & Leviton LLP,130.0
6168,BANLIC,Banner Life Insurance Co,46.0
6169,BANME,Banco Nacional de Mexico S.A.,3.0
6170,BANMEC,Banmedica SA,17.0
6171,BANMO,Bank of Montreal,3458.0
6172,BANND,Bank Of North Dakota,4.0
6173,BANNEB,Banner Bank,6.0
6174,BANNSC,Banner Service Corp,4.0
6175,BANOED,"Barnes & Noble Education, Inc.",99.0
6176,BANOS,The Bank of Nova Scotia,530.0
6177,BANPAC,Banco BTG Pactual S.A.,128.0
6178,BANPAL,Bank of Palestine,2.0
6179,BANPUC,Banpu PCL,3.0
6180,BANQF,Banque de France,26.0
6181,BANQIV,Union Bancaire Privee,6.0
6182,BANQLS,Banque LBlux SA,1.0
6183,BANQNP,BNP Paribas SA,2385.0
6184,BANRGP,Individual Restaurant Company plc,2.0
6185,BANRI,BRE Properties Inc,344.0
6186,BANSA,Banco de Sabadell SA,81.0
6187,BANSYZ,Banque SYZ & CO SA,2.0
6188,BANTIS,BB&T Insurance Services Inc,1.0
6189,BANUFC,"Ingo Money, Inc.",2.0
6190,BANUS,Limestone Bancorp Inc.,37.0
6191,BANWIL,Cape Fear Bank Corporation,1.0
6192,BANWTI,B&W Tek Inc,8.0
6193,BANXVN,Banexi Ventures,4.0
6194,BANZSP,ePRICE S.p.A.,2.0
6195,BAOA,Universal Property Development & Acquisition Corporation,1.0
6196,BAOAAI,Bank of Ann Arbor Inc,1.0
6197,BAOIRN,Baoshan Iron & Steel Co Ltd,4.0
6198,BAOIS,Shanghai Baosteel Group Corp,1.0
6199,BAOLBC,Baolingbao Biology Company Limited,3.0
6200,BAOMA,Medicom Innovation Partner AS,11.0
6201,BAONCI,Bank of North Carolina,9.0
6202,BAORES,Baobab Resources plc,1.0
6203,BAOSH,ZZLL Information Technology Inc,5.0
6204,BAOSHU,"Polaris Bay Group Co.,Ltd.",3.0
6205,BAPHFL,Baptist Health South Florida,259.0
6206,BAPHOS,Baptist Hospital Inc,18.0
6207,BAPI,"Bermello, Ajamil & Partners, Inc.",2.0
6208,BAPOD,Bangladesh Power Development Board,4.0
6209,BAPPMC,Bon Appetit Management Company,17.0
6210,BARACS,Bard Access Systems Inc.,135.0
6211,BARAR,Arthur Barnett Ltd,1.0
6212,BARBFO,Barber Foods,1.0
6213,BARBOZ,Bargain Booze Ltd,6.0
6214,BARBSS,Barrett Business Services Inc,273.0
6215,BARC,Barclays PLC,16229.0
6216,BARCBC,Barclay Brand Corporation,14.0
6217,BARCIU,Barco Inc,9.0
6218,BARCPE,Equistone Partners Europe Ltd,36.0
6219,BARDCR,CR Bard Inc,11503.0
6220,BARDIT,Bard S.p.A.,14.0
6221,BARDLI,Bard Ltd,14.0
6222,BARDMA,Bard Manufacturing Company,1.0
6223,BARDPL,Bard Pharmaceuticals Ltd,10.0
6224,BARDS,Bard Ventures Ltd,6.0
6225,BAREAS,Barrington Research Associates Inc,380.0
6226,BAREE,Baring Emerging Europe PLC,19.0
6227,BAREEB,Barentz International BV,4.0
6228,BARENH,Royal Barenbrug Group,3.0
6229,BARENT,Concentrix Corporation,1.0
6230,BARFC,Futbol Club Barcelona,4.0
6231,BARFOO,Barfoot & Thompson Ltd,2.0
6232,BARFOU,Barr Foundation,3.0
6233,BARGIL,BlackRock Advisors UK Ltd,1756.0
6234,BARGPC,Barger Packaging Corporation,12.0
6235,BARGRP,Barington Capital Group LP,59.0
6236,BARHAI,Barnesville Hospital Association Inc.,2.0
6237,BARI,Barrick Gold Corp,2844.0
6238,BARIFT,The Baring Foundation,2.0
6239,BARIL,Barilla Holding SpA,2.0
6240,BARIUY,Bar-Ilan University,42.0
6241,BARJE,Samuels Jewelers Inc,3.0
6242,BARLAB,"Barr Pharmaceuticals, Inc.",917.0
6243,BARMRS,Barmer Ersatzkasse,5.0
6244,BARNCC,Barnard Construction Company Inc,3.0
6245,BARNET,Barracuda Networks Inc,546.0
6246,BARNJW,Barnes Jewish Hospital,262.0
6247,BARNOB,Barnes & Noble Inc,2033.0
6248,BARODV,Baroda Ventures,2.0
6249,BAROTI,Baron Technology Inc,1.0
6250,BARPEF,Equistone Partners Europe SAS,10.0
6251,BARPVI,Bard Peripheral Vascular Inc.,166.0
6252,BARRA,Barloworld Ltd,12.0
6253,BARRCL,Barry Callebaut AG,113.0
6254,BARRHL,BDW Trading Limited,3.0
6255,BARRIS,Steriflow,4.0
6256,BARRIU,Barra Inc,2.0
6257,BARRWJ,Barr Ltd,2.0
6258,BARSCC,Barson Composites Corporation,2.0
6259,BARSFC,Bar-S Foods Co,6.0
6260,BARTC,Bartlett & Co LLC,90.0
6261,BARTGY,International Barrier Technology Inc,1.0
6262,BARTML,Bartlett Mitchell Ltd,1.0
6263,BARTO,Aurora Oil & Gas Ltd,15.0
6264,BARTON,Barton Associates Inc,8.0
6265,BARTPV,Barrett Paving Materials Incorporated,2.0
6266,BARWGI,Barry-Wehmiller Group Inc,11.0
6267,BARWOH,Barwon Health,4.0
6268,BAS,Six Continents PLC,13.0
6269,BASAUL,BASF Australia Ltd,1.0
6270,BASCAM,Basic American Foods Incorporated,2.0
6271,BASCSL,Basic Chemical Solutions LLC,2.0
6272,BASDNG,Bosideng International Holdings Limited,1.0
6273,BASEMP,China Agritech Inc,14.0
6274,BASEP,Basin Electric Power Cooperative,6.0
6275,BASF,BASF SE,5941.0
6276,BASFIN,BASF India Ltd,15.0
6277,BASFUS,BASF Corp,343.0
6278,BASGLO,BASF Nutrition Animale,15.0
6279,BASGNL,BuildASign.com LLC,6.0
6280,BASHAM,Basler AG,6.0
6281,BASHOL,Joint Stock Oil Company Bashneft,26.0
6282,BASHPD,Beijing Outsell Health Product Development Co. Ltd.,1.0
6283,BASHSI,Basho Technologies Inc.,1.0
6284,BASICI,BasicNet SpA,10.0
6285,BASIO,Bioanalytical Systems Inc,1646.0
6286,BASIRL,Basic Research Llc,4.0
6287,BASKAN,Basler Kantonalbank AG,3.0
6288,BASMAN,Geneva Steel Holdings Corp,2.0
6289,BASMHL,Bastian Material Handling LLC,2.0
6290,BASMNL,Ignis Asset Management Ltd,3.0
6291,BASPHA,Basilea Pharmaceutica AG,1581.0
6292,BASPLC,BASF plc,1.0
6293,BASPLI,B & S Plastics Inc,2.0
6294,BASRCI,Burns & Scalo Roofing Company Inc.,2.0
6295,BASRM,Keystone Inc,22.0
6296,BASROB,Baskin-Robbins Inc,55.0
6297,BASSPR,Bass Pro Shops Inc.,76.0
6298,BASTHI,Bast Hatfield Inc,2.0
6299,BASTID,Bastide le Confort Medical,5.0
6300,BASTRL,BA Australia Limited,1.0
6301,BASTYU,Bastyr University,2.0
6302,BASUPM,Bashas' Inc,3.0
6303,BASWSF,Basware Oyj,9.0
6304,BATAID,Bata India Ltd,31.0
6305,BATARQ,British Air Transport Association,2.0
6306,BATC,The Brussels Airport Company SA,39.0
6307,BATCCT,Batesville Casket Company,44.0
6308,BATCH,Vulcan Materials Company,910.0
6309,BATCHS,Paws Plus Inc.,1.0
6310,BATCOM,BATM Advanced Communications,10.0
6311,BATCSV,"Bat Conservation International, Inc.",2.0
6312,BATCTR,BB&T Capital Trust VII,12.0
6313,BATEL,Battelle Memorial Institute,670.0
6314,BATFE,"U.S. Bureau of Alcohol, Tobacco, Firearms and Explosives",187.0
6315,BATHOR,Barnes & Thornburg LLP,157.0
6316,BATHUM,Boston Athenaeum,11.0
6317,BATIL,Bata Industries Ltd,6.0
6318,BATIN,British American Tobacco PLC,982.0
6319,BATMAS,B456 Systems Inc.,23.0
6320,BATMG,Brown & Toland Medical Group,1.0
6321,BATOIL,British American Tobacco (Investments) Ltd,6.0
6322,BATON,CTV Inc,2.0
6323,BATPFR,Batipart,4.0
6324,BATSEL,Battistella,2.0
6325,BATSTR,"Bats Global Markets, Inc.",267.0
6326,BATTEU,Batteur,1.0
6327,BATVEN,Battery Ventures,150.0
6328,BAUACI,Bausch & Lomb Canada Inc,24.0
6329,BAUHHK,Bauhaus International (Holdings) Limited,6.0
6330,BAUHUI,"Bauhaus USA, Inc.",4.0
6331,BAUL,Beaulieu International Group N.V.,3.0
6332,BAUMIC,Michel Baule,2.0
6333,BAUPOG,Baupost Group Inc.,346.0
6334,BAUSCR,UniCredit Bank Austria AG,19.0
6335,BAUSTL,Bayer Australia Ltd,49.0
6336,BAUVE,Bau-Verein zu Hamburg Aktien-Gesellschaft,2.0
6337,BAVMTG,Bavaria Medizin Technologie GmbH,9.0
6338,BAWCT,BWX Technologies Inc.,419.0
6339,BAWHIL,Brook & Whittle Limited,1.0
6340,BAXAC,Baxa Corporation,169.0
6341,BAXANI,Baxano Inc,201.0
6342,BAXAS,Baxter A/S,20.0
6343,BAXCRD,Baxter Credit Union,8.0
6344,BAXCSS,"Baxter Czech, spol. s r. o.",20.0
6345,BAXECL,Baxenden Chemicals Ltd,11.0
6346,BAXFPK,Baxley Federal Savings Bank,8.0
6347,BAXHCC,Baxter Healthcare Corporation,5265.0
6348,BAXHPL,Baxter Healthcare Pharmaceutical Limited,2.0
6349,BAXSG,BRUKER AXS GmbH,13.0
6350,BAXSL,Baxter S.L.,20.0
6351,BAXTDG,Baxter Deutschland GmbH,23.0
6352,BAXTEB,Baxter B.V.,18.0
6353,BAXTEC,Baxter Corporation,92.0
6354,BAXTEO,Baxter Oy,20.0
6355,BAXTES,Baxter SpA,20.0
6356,BAXTHL,Baxter Healthcare Ltd,26.0
6357,BAXTHS,Baxter Healthcare SA,729.0
6358,BAXTOG,Baxter Oncology GmbH,44.0
6359,BAXTVG,Baxter Healthcare GmbH,20.0
6360,BAXWOD,Baxter & Woodman Inc,1.0
6361,BAXXPR,"Cantech Holding, Inc.",13.0
6362,BAYAGM,Bayer Austria Gesellschaft m.b.H.,26.0
6363,BAYANI,BAYADA Home Health Care Inc.,49.0
6364,BAYAPC,"AvalonBay Communities, Inc",610.0
6365,BAYBGG,Bayer Beteiligungsverwaltung Goslar GmbH,24.0
6366,BAYBIO,Bayer Biological Products,4.0
6367,BAYBK,BayCom Corp.,15.0
6368,BAYBSG,Bayer Business Services GmbH,35.0
6369,BAYCBK,BCB Bancorp Inc,19.0
6370,BAYCCA,Bayer Consumer Care AG,106.0
6371,BAYCRP,Goldfields International Inc.,2.0
6372,BAYEAB,Bayer AB,24.0
6373,BAYEAH,Bayer Animal Health,338.0
