award_id_fain,award_id_uri,sai_number,obligated_amount,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,record_type_code,record_type_description,last_modified_date
2011IPBXK001,,SAI NOT AVAILABLE,2032000,0,2032000,0,,,,10/1/11,9/30/17,15,DEPARTMENT OF JUSTICE (DOJ),1550,OFFICE OF JUSTICE PROGRAMS,,,15,"JUSTICE, DEPARTMENT OF (1500)",,,,,151095320,NATIONAL INDIAN JUSTICE CENTER,,,USA,UNITED STATES,5250 AERO DR,,,SANTA ROSA,97,SONOMA,CA,CALIFORNIA,95403,8069,2,,,,USA,UNITED STATES,CA70098,SANTA ROSA,97,SONOMA,CALIFORNIA,954038069,2,,16.571,PUBLIC SAFETY OFFICERS' BENEFITS PROGRAM,5,,IMPROVING TRIBAL CORRECTIONS PROGRAM,NON,,12,,2,,2017-02-02 00:00:00+00
13-ZZ-094,,,2020000,0,2020000,0,,,,,9/30/17,36,DEPARTMENT OF VETERANS AFFAIRS (VA),3620,UNDER SECRETARY FOR HEALTH/VETERANS HEALTH ADMINISTRATION,36,,36,"VETERANS AFFAIRS, DEPARTMENT OF 3600)",3620,UNDER SECRETARY FOR HEALTH / VETERANS HEALTH ADMINISTRATION,36,,874251564,FRIENDSHIP PLACE,874251564,FRIENDSHIP PLACE,USA,UNITED STATES,"4713 WISCONSIN AVENUE NW
WASHINGTON, DC 20016-4609",,,WASHINGTON,1,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA,20016,4609,98,,,,USA,UNITED STATES,DC*****,,,,DISTRICT OF COLUMBIA,,98,,64.033,VA SUPPORTIVE SERVICES FOR VETERAN FAMILIES PROGRAM,4,,HOMELESS PREVENTION,NON,,12,,2,,2017-04-27 00:00:00+00
R01MH085823,,SAI UNAVAILABLE,2017364,0,2017364,0,,,,7/15/10,4/30/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,1910777,"JOHNS HOPKINS UNIVERSITY, THE",1910777,"JOHNS HOPKINS UNIVERSITY, THE",USA,UNITED STATES,3400 N CHARLES ST,,,BALTIMORE,510,BALTIMORE CITY,MD,MARYLAND,21218,2608,7,,,,USA,UNITED STATES,MD04000,BALTIMORE,510,BALTIMORE (CITY),MARYLAND,212052105,7,,93.242,MENTAL HEALTH RESEARCH GRANTS,5,,THE ROLE OF HIPPOCAMPAL SEQUENCE PLAY IN LEARNING AND DECISION MAKING,NON,,20,,2,,2017-06-20 00:00:00+00
R305B090007,,SAI NOT AVAILABLE,1993749,815788,2809537,0,,,,8/1/10,7/31/15,91,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,3403953,"PENNSYLVANIA STATE UNIVERSITY, THE",3403953,"PENNSYLVANIA STATE UNIVERSITY, THE",USA,UNITED STATES,201 OLD MAIN,,73808,UNIVERSITY PARK,27,CENTRE,PA,PENNSYLVANIA,16802,1505,5,,,,USA,UNITED STATES,4273808,UNIVERSITY PARK,27,CENTRE,PENNSYLVANIA,168021505,5,,84.305,EDUCATION RESEARCH,4,,POST-DOCTORAL RESEARCH FELLOWSHIPS,NON,,6,,2,,2016-11-09 00:00:00+00
R01HL112486,,SAI UNAVAILABLE,1923286,0,1923286,0,,,,7/1/12,5/31/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,77758407,CASE WESTERN RESERVE UNIVERSITY,77758407,CASE WESTERN RESERVE UNIVERSITY,USA,UNITED STATES,10900 EUCLID AVE,,,CLEVELAND,35,CUYAHOGA,OH,OHIO,44106,1712,11,,,,USA,UNITED STATES,OH16000,CLEVELAND,35,CUYAHOGA,OHIO,44106,11,,93.837,CARDIOVASCULAR DISEASES RESEARCH,4,,KLF15 IN VASCULAR DISEASE,NON,,20,,2,,2017-06-20 00:00:00+00
2011MUMUK402,,SAI NOT AVAILABLE,1860440.04,0,1860440.04,0,,,,4/1/11,3/31/15,15,DEPARTMENT OF JUSTICE (DOJ),1550,OFFICE OF JUSTICE PROGRAMS,,,15,"JUSTICE, DEPARTMENT OF (1500)",,,,,114400633,AMERICAN REGISTRY OF PATHOLOGY,114400633,AMERICAN REGISTRY OF PATHOLOGY,USA,UNITED STATES,9210 CORPORATE BLVD. SUITE 120,SUITE 335,,ROCKVILLE,31,MONTGOMERY,MD,MARYLAND,20850,6226,6,,,,USA,UNITED STATES,MD67675,ROCKVILLE,31,MONTGOMERY,MARYLAND,208506226,6,,16.56,"NATIONAL INSTITUTE OF JUSTICE RESEARCH, EVALUATION, AND DEVELOPMENT PROJECT GRANTS",5,,MAXIMIZING DNA TESTING POTENTIAL WITH THE GENERATION OF HIGH-QUALITY GENOME REFERENCE DATA,NON,,12,,2,,2017-02-02 00:00:00+00
R01CA095279,,SAI UNAVAILABLE,1850343,0,1850343,0,,0,,7/3/03,6/30/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,73130411,"MASSACHUSETTS GENERAL HOSPITAL, THE",825636988,"PARTNERS HEALTHCARE SYSTEM, INC",USA,UNITED STATES,55 FRUIT ST,,,BOSTON,25,SUFFOLK,MA,MASSACHUSETTS,2114,2621,8,,,,USA,UNITED STATES,MA07000,BOSTON,25,SUFFOLK,MASSACHUSETTS,21144774,8,,93.394,CANCER DETECTION AND DIAGNOSIS RESEARCH,5,,COMPUTERIZED DETECTION OF POLYPS IN CT COLONOGRAPHY,NON,,12,,2,,2017-06-20 00:00:00+00
R01CA155202,,SAI UNAVAILABLE,1779672,0,1779672,0,,,,7/1/11,5/31/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,73130411,"MASSACHUSETTS GENERAL HOSPITAL, THE",825636988,"PARTNERS HEALTHCARE SYSTEM, INC",USA,UNITED STATES,55 FRUIT ST,,,BOSTON,25,SUFFOLK,MA,MASSACHUSETTS,2114,2621,8,,,,USA,UNITED STATES,MA*****,,,,MASSACHUSETTS,,7,,93.393,CANCER CAUSE AND PREVENTION RESEARCH,5,,THE ORIGINS OF CHROMOSOMAL INSTABILITY IN HUMAN TUMOR CELLS,NON,,12,,2,,2017-06-20 00:00:00+00
R01CA151391,,SAI UNAVAILABLE,1704572,0,1704572,0,,,,7/1/10,5/31/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,76580745,"DANA-FARBER CANCER INSTITUTE, INC.",76580745,"DANA-FARBER CANCER INSTITUTE, INC.",USA,UNITED STATES,450 BROOKLINE AVE,,,BOSTON,25,SUFFOLK,MA,MASSACHUSETTS,2115,5418,7,,,,USA,UNITED STATES,MA07000,BOSTON,25,SUFFOLK,MASSACHUSETTS,2215,7,,93.396,CANCER BIOLOGY RESEARCH,5,,MINING B-CATENIN/BCL9 TRANSCRIPTIONAL COMPLEX FOR MULTIPLE MYELOMA THERAPEUTICS,NON,,12,,2,,2017-06-20 00:00:00+00
R25MD006792,,SAI UNAVAILABLE,1637818,0,1637818,0,,,,9/1/11,5/31/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,2604817,DREXEL UNIVERSITY,2604817,DREXEL UNIVERSITY,USA,UNITED STATES,3141 CHESTNUT ST,,,PHILADELPHIA,101,PHILADELPHIA,PA,PENNSYLVANIA,19104,2816,2,,,,USA,UNITED STATES,PA60000,PHILADELPHIA,101,PHILADELPHIA,PENNSYLVANIA,191042737,2,,93.307,MINORITY HEALTH AND HEALTH DISPARITIES RESEARCH,4,,OPENING THE DOORS FOR DIVERSE POPULATIONS TO HEALTH DISPARITIES RESEARCH,NON,,20,,2,,2017-06-20 00:00:00+00
R01HL109604,,SAI UNAVAILABLE,1561681,0,1561681,0,,,,9/1/11,6/30/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,800771545,"UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER, THE",42000273,"UNIVERSITY OF TEXAS SYSTEM, THE",USA,UNITED STATES,5323 HARRY HINES BLVD,,,DALLAS,113,DALLAS,TX,TEXAS,75390,7208,30,,,,USA,UNITED STATES,TX19000,DALLAS,397,ROCKWALL,TEXAS,753909105,30,,93.839,BLOOD DISEASES AND RESOURCES RESEARCH,4,,DISCOVERY OF NOVEL INTERVENTIONS OF THE ANTIPHOSPHOLIPID SYNDROME,NON,,6,,2,,2017-06-20 00:00:00+00
R01HL104239,,SAI UNAVAILABLE,1523025,0,1523025,0,,,,7/1/11,6/30/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,804355790,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",71549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,9500 GILMAN DR DEPT 621,,,LA JOLLA,73,SAN DIEGO,CA,CALIFORNIA,92093,621,52,,,,USA,UNITED STATES,CA*****,,,,CALIFORNIA,,52,,93.837,CARDIOVASCULAR DISEASES RESEARCH,4,,MOLECULAR AND GENETIC MECHANISMS OF CARDIAC CONDUCTION DEVELOPMENT AND DISEASE,NON,,6,,2,,2017-06-20 00:00:00+00
AID168IO1400001,,SAI NOT AVAILABLE,1500000,0,1500000,,,,,5/23/14,5/22/15,72,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,,,,,,,,,645521498,UNITED NATIONS DEVELOPMENT PROGRAMME (UNDP),,,PAK,PAKISTAN,"DIPLOMATIC ENCLAVES KABAL SAWAAT, KABAL",,,,,,,,,,,KABAL,,,BIH,BOSNIA AND HERZEGOVINA,00FORGN,,,,,,,ALL OR MOSTLY IN BOSNIA AND HERZEGOVINA,98.001,USAID FOREIGN ASSISTANCE FOR PROGRAMS OVERSEAS,4,,DISASTER RELIEF PIO GRANT WITH UNDP,NON,,M,,2,,2017-12-04 19:27:30.158513+00
R305A120290,,SAI NOT AVAILABLE,1493132,0,1493132,0,,,,4/1/12,3/31/16,91,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,44387793,DUKE UNIVERSITY,44387793,DUKE UNIVERSITY,USA,UNITED STATES,2200 W MAIN ST STE 710,,19000,DURHAM,63,DURHAM,NC,NORTH CAROLINA,27708,4677,1,,,,USA,UNITED STATES,3719000,DURHAM,63,DURHAM,NORTH CAROLINA,277084677,1,,84.305,EDUCATION RESEARCH,4,,NATIONAL CENTER FOR EDUCATION RESEARCH,NON,,20,,2,,2016-11-09 00:00:00+00
P378A120027,,SAI NOT AVAILABLE,1455210,0,1455210,0,,,,8/14/12,8/13/14,91,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,783414741,UNIVERSITY OF HAWAII SYSTEMS,9438664,UNIVERSITY OF HAWAII SYSTEMS,USA,UNITED STATES,2425 CAMPUS RD RM 1,,17000,HONOLULU,3,HONOLULU,HI,HAWAII,96822,2247,1,,,,USA,UNITED STATES,1517000,HONOLULU,3,HONOLULU,HAWAII,968222247,1,,84.378,COLLEGE ACCESS CHALLENGE GRANT PROGRAM,3,,COLLEGE ACCESS CHALLENGE GRANT PROGRAM,NON,,6,,2,,2016-11-09 00:00:00+00
W911NF1020015,,SAIEXEMPT,1425638,0,1425638,,,,,12/18/09,12/13/11,97,DEPARTMENT OF DEFENSE (DOD),2100,DEPARTMENT OF THE ARMY,W911NF,W6QK ACC-APG DURHAM,,,,,,,36837920,UNIVERSITY OF HOUSTON SYSTEM,42916627,UNIVERSITY OF HOUSTON SYSTEM,USA,UNITED STATES,4800 W CALHOUN ST STE 316,,35000,HOUSTON,201,HARRIS,TX,TEXAS,77004,2611,18,,,,USA,UNITED STATES,TX35000,HOUSTON,201,HARRIS,TEXAS,77204-2015,18,,12.431,BASIC SCIENTIFIC RESEARCH,5,,RECOLLECT: ROBUST AND ACCURATE FACE RECOGNITION IN REAL-LIFE CONDITIONS,NON,,H,,2,,2018-04-18 21:56:36.172322+00
R24DK096465,,SAI UNAVAILABLE,1352555,0,1352555,0,,,,7/18/13,6/30/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,73130411,"MASSACHUSETTS GENERAL HOSPITAL, THE",825636988,"PARTNERS HEALTHCARE SYSTEM, INC",USA,UNITED STATES,55 FRUIT ST,,,BOSTON,25,SUFFOLK,MA,MASSACHUSETTS,2114,2621,8,,,,USA,UNITED STATES,MA*****,,,,MASSACHUSETTS,,7,,93.847,"DIABETES, DIGESTIVE, AND KIDNEY DISEASES EXTRAMURAL RESEARCH",4,,TARGETED THERAPY IN TYPE 1 DIABETES,NON,,12,,2,,2017-07-05 00:00:00+00
P378A120038,,SAI NOT AVAILABLE,1303348,0,1303348,0,,,,8/14/12,8/13/14,91,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,69690956,UNIVERSITY OF WYOMING,69690956,UNIVERSITY OF WYOMING,USA,UNITED STATES,1000 E UNIVERSITY AVE DEPARTMENT 34,,45050,LARAMIE,1,ALBANY,WY,WYOMING,82071,2000,1,,,,USA,UNITED STATES,5645050,LARAMIE,1,ALBANY,WYOMING,820712000,1,,84.378,COLLEGE ACCESS CHALLENGE GRANT PROGRAM,3,,COLLEGE ACCESS CHALLENGE GRANT PROGRAM,NON,,6,,2,,2016-11-09 00:00:00+00
90AK0013,,SAI UNAVAILABLE,1279540,0,1279540,0,,,,9/30/12,9/29/15,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7590,ADMINISTRATION FOR CHILDREN AND FAMILIES,,,,,,,,,127041986,PLANNED PARENTHOOD OF GREATER TEXAS,75203943,"PLANNED PARENTHOOD FEDERATION OF AMERICA, INC.",USA,UNITED STATES,7424 GREENVILLE AVE STE 206,,,DALLAS,113,DALLAS,TX,TEXAS,75231,4534,5,,,,USA,UNITED STATES,TX**453,,453,TRAVIS,TEXAS,,25,,93.092,AFFORDABLE CARE ACT (ACA) PERSONAL RESPONSIBILITY EDUCATION PROGRAM,3,,PERSONAL RESPONSIBILITY EDUCATION PROGRAM (PREP) COMPETITIVE GRANTS UNDER THE AFFORDABLE CARE ACT (ACA),NON,,12,,2,,2017-04-05 00:00:00+00
U01HG007266,,SAI UNAVAILABLE,1212096,0,1212096,0,,,,6/16/13,4/30/16,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,42250712,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",42250712,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,USA,UNITED STATES,3451 WALNUT ST,,,PHILADELPHIA,101,PHILADELPHIA,PA,PENNSYLVANIA,19104,6205,2,,,,USA,UNITED STATES,PA60000,PHILADELPHIA,101,PHILADELPHIA,PENNSYLVANIA,191046205,2,,93.172,HUMAN GENOME RESEARCH,5,,GENOMIC MEDICINE PILOT DEMONSTRATION PROJECTS COORDINATING CENTER,NON,,20,,2,,2017-06-20 00:00:00+00
12-IL-034,,,1155731,0,1155731,0,,,,,9/30/17,36,DEPARTMENT OF VETERANS AFFAIRS (VA),3620,UNDER SECRETARY FOR HEALTH/VETERANS HEALTH ADMINISTRATION,36,,36,"VETERANS AFFAIRS, DEPARTMENT OF 3600)",3620,UNDER SECRETARY FOR HEALTH / VETERANS HEALTH ADMINISTRATION,36,,69509230,VOLUNTEERS OF AMERICA OF ILLINOIS,69509230,VOLUNTEERS OF AMERICA OF ILLINOIS,USA,UNITED STATES,"47 WEST POLK STREET, SUITE 250
CHICAGO, IL 60605-2000",,,CHICAGO,31,COOK,IL,ILLINOIS,60605,2000,7,,,,USA,UNITED STATES,IL*****,,,,ILLINOIS,,,,64.033,VA SUPPORTIVE SERVICES FOR VETERAN FAMILIES PROGRAM,4,,HOMELESS PREVENTION,NON,,12,,2,,2017-04-27 00:00:00+00
YB299471760A41,,SAI EXEMPT,1100000,0,1100000,0,,,,10/17/16,2/16/20,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,144543860,"HEART OF OREGON CORPS, INC",,,,,1291 NE 5TH ST.,BUILDINGS A & B,5800,BEND,17,,OR,OREGON,97709,279,2,,,,,,4105800,BEND,,,OREGON,977090279,2,,17.274,YOUTHBUILD,4,,YOUTH BUILD,,,12,,2,,2016-11-09 00:00:00+00
YB300621760A25,,SAI EXEMPT,1100000,0,1100000,0,,,,10/17/16,2/16/20,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,615381969,OLD COLONY Y,615381969,OLD COLONY Y,,,320 MAIN STREET,,9000,BROCKTON,23,BRANCH,MA,MASSACHUSETTS,2301,5323,9,,,,,,2509000,BROCKTON,,,MASSACHUSETTS,23015323,9,,17.274,YOUTHBUILD,4,,YOUTH BUILD,,,12,,2,,2016-11-09 00:00:00+00
YB299681760A42,,SAI EXEMPT,1100000,0,1100000,0,,,,10/17/16,2/16/20,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,361076664,"CRISPUS ATTUCKS ASSOCIATION OF YORK, PENNSYLV",,,,,605 S DUKE ST,,87048,YORK,133,YORK,PA,PENNSYLVANIA,17401,3111,4,,,,,,4287048,YORK,,,PENNSYLVANIA,174013111,4,,17.274,YOUTHBUILD,4,,YOUTH BUILD,,,12,,2,,2016-11-09 00:00:00+00
YB299351760A6,,SAI EXEMPT,1100000,0,1100000,0,,,,10/17/16,2/16/20,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,80922750,"ABLE-DISABLED ADVOCACY, INC.",,,,,"4283 EL CAJON, BLVD., SUITE 110",,66000,SAN DIEGO,73,SAN DIEGO,CA,CALIFORNIA,92105,1289,51,,,,,,666000,SAN DIEGO,,,CALIFORNIA,921051289,51,,17.274,YOUTHBUILD,4,,YOUTH BUILD,,,12,,2,,2016-11-09 00:00:00+00
YB299841760A6,,SAI EXEMPT,1100000,0,1100000,0,,,,10/17/16,2/16/20,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,172200367,FOUNDATION FOR SECOND CHANCES,,,,,3734 WEST SLAUSON AVE,,44000,LOS ANGELES,37,LOS ANGELES,CA,CALIFORNIA,90043,2933,37,,,,,,644000,LOS ANGELES,,,CALIFORNIA,900432933,37,,17.274,YOUTHBUILD,4,,YOUTH BUILD,,,12,,2,,2016-11-09 00:00:00+00
YB299911760A34,,SAI EXEMPT,1100000,0,1100000,0,,,,10/17/16,2/16/20,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,876319476,NEW JERSEY COMMUNITY DEVELOPMENT CORPORATION,876319476,NEW JERSEY COMMUNITY DEVELOPMENT CORP,,,PO BOX 6976,,57000,PATERSON,31,PASSAIC,NJ,NEW JERSEY,7509,6976,9,,,,,,3457000,PATERSON,,,NEW JERSEY,75096976,9,,17.274,YOUTHBUILD,4,,YOUTH BUILD,,,12,,2,,2016-11-09 00:00:00+00
YB300451760A36,,SAI EXEMPT,1100000,0,1100000,0,,,,10/17/16,2/16/20,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,932220924,"YOUTH ACTION PROGRAM AND HOMES, INC.",,,,,206 EAST 118TH STREET,,51000,NEW YORK,61,NEW YORK,NY,NEW YORK,10035,4106,13,,,,,,3651000,NEW YORK,,,NEW YORK,100354106,13,,17.274,YOUTHBUILD,4,,YOUTH BUILD,,,12,,2,,2016-11-09 00:00:00+00
YB299891760A48,,SAI EXEMPT,1099969,0,1099969,0,,,,10/17/16,2/16/20,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,938127946,AMERICAN YOUTHWORKS,,,,,1901 EAST BEN WHITE BLVD.,,5000,AUSTIN,453,TRAVIS,TX,TEXAS,78741,7840,35,,,,,,4805000,AUSTIN,,,TEXAS,787417840,35,,17.274,YOUTHBUILD,4,,YOUTH BUILD,,,12,,2,,2016-11-09 00:00:00+00
YB299411760A39,,SAI EXEMPT,1096704,0,1096704,0,,,,10/17/16,2/16/20,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,74720483,CINCINNATI-HAMILTON COUNTY COMMUNITY ACTION A,74720483,CINCINNATI-HAMILTON COUNTY COMMUNITY ACTION AGENCY,,,1740 LANGDON FARM ROAD,,15000,CINCINNATI,61,HAMILTON,OH,OHIO,45237,1157,1,,,,,,3915000,CINCINNATI,,,OHIO,452371157,1,,17.274,YOUTHBUILD,4,,YOUTH BUILD,,,12,,2,,2016-11-09 00:00:00+00
YB299361760A45,,SAI EXEMPT,1067997,0,1067997,0,,,,10/17/16,2/16/20,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,150779564,BENEDICT-ALLEN COMMUNITY DEVELOPMENT CORPORAT,,,,,1600 HARDEN STREET,,16000,COLUMBIA,79,RICHLAND,SC,SOUTH CAROLINA,29204,1058,6,,,,,,4516000,COLUMBIA,,,SOUTH CAROLINA,292041058,6,,17.274,YOUTHBUILD,4,,YOUTH BUILD,,,12,,2,,2016-11-09 00:00:00+00
1355590,,SAI EXEMPT,1054976,0,1054976,0,,,,4/1/14,3/31/17,49,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,161202122,UNIVERSITY OF WISCONSIN SYSTEM,41188822,,USA,UNITED STATES,21 NORTH PARK STREET,SUITE 6401,48000,MADISON,25,DANE,WI,WISCONSIN,53715,1218,2,,,,USA,UNITED STATES,5548000,MADISON,25,DANE,WISCONSIN,537151218,2,,47.05,GEOSCIENCES,4,,FACILITY SUPPORT: THE WISCSIMS NATIONAL ION MICROPROBE,NON,,6,,2,,2016-11-30 00:00:00+00
14-CA-175,,,1037411,0,1037411,0,,,,,9/30/17,36,DEPARTMENT OF VETERANS AFFAIRS (VA),3620,UNDER SECRETARY FOR HEALTH/VETERANS HEALTH ADMINISTRATION,36,,36,"VETERANS AFFAIRS, DEPARTMENT OF 3600)",3620,UNDER SECRETARY FOR HEALTH / VETERANS HEALTH ADMINISTRATION,36,,363816703,BERKELEY FOOD AND HOUSING PROJECT,,,USA,UNITED STATES,"2362 BANCROFT WAY, 2ND
BERKELEY, CA 94704-1604",,,BERKELEY,1,ALAMEDA,CA,CALIFORNIA,94704,1604,13,,,,USA,UNITED STATES,CA*****,,,,CALIFORNIA,,,,64.033,VA SUPPORTIVE SERVICES FOR VETERAN FAMILIES PROGRAM,4,,HOMELESS PREVENTION,NON,,12,,2,,2017-04-27 00:00:00+00
YB299491760A35,,SAI EXEMPT,1021800,0,1021800,0,,,,10/17/16,2/16/20,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,47140314,"HELP-NEW MEXICO, INC.",47140314,"HELP- NEW MEXICO, INC",,,"5101 COPPER, NE",,2000,ALBUQUERQUE,1,BERNALILLO,NM,NEW MEXICO,87108,5352,1,,,,,,3502000,ALBUQUERQUE,,,NEW MEXICO,871085352,1,,17.274,YOUTHBUILD,4,,YOUTH BUILD,,,12,,2,,2016-11-09 00:00:00+00
UH2TR000884,,SAI UNAVAILABLE,999225,0,999225,0,,,,8/1/13,7/31/15,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7529,NATIONAL INSTITUTES OF HEALTH,,,75,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",,,,,153223151,MAYO CLINIC JACKSONVILLE (A NONPROFIT CORPORATION),167141923,MAYO FOUNDATION,USA,UNITED STATES,4500 SAN PABLO RD,,,JACKSONVILLE,31,DUVAL,FL,FLORIDA,32224,1865,4,,,,USA,UNITED STATES,FL35000,JACKSONVILLE,31,DUVAL,FLORIDA,322241865,4,,93.31,TRANS-NIH RESEARCH SUPPORT,5,,ADMINISTRATIVE SUPPLEMENT: EXTRACELLULAR NON-CODING RNA BIOMARKERS OF HEPATOCELLULAR CANCER,NON,,12,,2,,2017-06-20 00:00:00+00
HG227121260A39,,SAI EXEMPT,2415733.84,0,2415733.84,0,,,,4/2/12,4/1/16,1601,DEPARTMENT OF LABOR (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,20278867,NORTHWEST STATE COMMUNITY COLLEGE,20278867,NORTHWEST STATE COMMUNITY COLLEGE,,,22 600 STATE ROUTE 34,,2344,ARCHBOLD,51,FULTON,OH,OHIO,43502,9517,5,,,,,,3902344,ARCHBOLD,,,OHIO,435029517,5,,17.268,H-1B JOB TRAINING GRANTS,4,,HIGH GROWTH,,,6,,2,,2016-11-09 00:00:00+00
