"","fam","certification","number","x1","x2","name_cert"
"799","19","Backflow License",1,"Backflow License","Backflow License","Backflow License"
"800","19","Backflow Prevention Certification",1,"Backflow Prevention ","Backflow Prevention ","Backflow Prevention "
"801","19","Basic Cardiac Life Support Certification",1,"Basic Cardiac Life Support ","Basic Cardiac Life Support ","Basic Cardiac Life Support "
"802","19","Basic Life Saving (BLS)",7,"Basic Life Saving (BLS)","Basic Life Saving (BLS)","Basic Life Saving (BLS)"
"803","19","Basic Safety Training (BST)",5,"Basic Safety Training (BST)","Basic Safety Training (BST)","Basic Safety Training (BST)"
"804","19","Biotechnology Certificate",1,"Biotechnology Certificate","Biotechnology Certificate","Biotechnology "
"805","19","Bronze Level Certification",1,"Bronze Level ","Bronze Level ","Bronze Level "
"806","19","Casino Gaming License",1,"Casino Gaming License","Casino Gaming License","Casino Gaming License"
"807","19","CDL Class A",9,"CDL Class A","CDL Class A","CDL Class A"
"808","19","Cdl Class B",8,"Cdl Class B","Cdl Class B","Cdl Class B"
"809","19","Cdl Class C",6,"Cdl Class C","Cdl Class C","Cdl Class C"
"810","19","Certified Clinical Document Specialist",1,"Certified Clinical Document Specialist"," Clinical Document Specialist"," Clinical Document Specialist"
"811","19","Certified First Responder",1,"Certified First Responder"," First Responder"," First Responder"
"812","19","Certified Hazardous Materials Manager",1,"Certified Hazardous Materials Manager"," Hazardous Materials Manager"," Hazardous Materials Manager"
"813","19","Certified Health Physicist",5,"Certified Health Physicist"," Health Physicist"," Health Physicist"
"814","19","Certified Industrial Hygienist",4,"Certified Industrial Hygienist"," Industrial Hygienist"," Industrial Hygienist"
"815","19","Certified Medical Laboratory Technician",34,"Certified Medical Laboratory Technician"," Medical Laboratory Technician"," Medical Laboratory Technician"
"816","19","Certified Medical Technician",3,"Certified Medical Technician"," Medical Technician"," Medical Technician"
"817","19","Certified Medical Technologist",1,"Certified Medical Technologist"," Medical Technologist"," Medical Technologist"
"818","19","Certified Meeting Planner",30,"Certified Meeting Planner"," Meeting Planner"," Meeting Planner"
"819","19","Certified Ophthalmic Assistant",1,"Certified Ophthalmic Assistant"," Ophthalmic Assistant"," Ophthalmic Assistant"
"820","19","Certified Outpatient Coding (COC)",6,"Certified Outpatient Coding (COC)"," Outpatient Coding (COC)"," Outpatient Coding (COC)"
"821","19","Certified Pest Control",4,"Certified Pest Control"," Pest Control"," Pest Control"
"822","19","Certified Pharmacy Technician",1,"Certified Pharmacy Technician"," Pharmacy Technician"," Pharmacy Technician"
"823","19","Certified Psychiatric Rehabilitation Practitioner",4,"Certified Psychiatric Rehabilitation Practitioner"," Psychiatric Rehabilitation Practitioner"," Psychiatric Rehabilitation Practitioner"
"824","19","Certified Public Accountant (CPA)",1,"Certified Public Accountant (CPA)"," Public Accountant (CPA)"," Public Accountant (CPA)"
"825","19","Certified Quality Auditor (CQA)",1,"Certified Quality Auditor (CQA)"," Quality Auditor (CQA)"," Quality Auditor (CQA)"
"826","19","Certified Rehabilitation Counselor",1,"Certified Rehabilitation Counselor"," Rehabilitation Counselor"," Rehabilitation Counselor"
"827","19","Certified Safety Professional",3,"Certified Safety Professional"," Safety Professional"," Safety Professional"
"828","19","Certified ScrumMaster (CSM)",1,"Certified ScrumMaster (CSM)"," ScrumMaster (CSM)"," ScrumMaster (CSM)"
"829","19","Certified Substance Abuse Counselor",1,"Certified Substance Abuse Counselor"," Substance Abuse Counselor"," Substance Abuse Counselor"
"830","19","Certified Trust and Financial Advisor (CTFA)",1,"Certified Trust and Financial Advisor (CTFA)"," Trust and Financial Advisor (CTFA)"," Trust and Financial Advisor (CTFA)"
"831","19","Certified Veterinary Technician",6,"Certified Veterinary Technician"," Veterinary Technician"," Veterinary Technician"
"832","19","Ceu's Certificate",1,"Ceu's Certificate","Ceu's Certificate","Ceu's "
"833","19","Chartered Financial Analyst (CFA)",1,"Chartered Financial Analyst (CFA)","Chartered Financial Analyst (CFA)","Chartered Financial Analyst (CFA)"
"834","19","Chemical Engineering Certificate",1,"Chemical Engineering Certificate","Chemical Engineering Certificate","Chemical Engineering "
"835","19","Chemical Handling Certificate",2,"Chemical Handling Certificate","Chemical Handling Certificate","Chemical Handling "
"836","19","Child Development Associate (CDA)",1,"Child Development Associate (CDA)","Child Development Associate (CDA)","Child Development Associate (CDA)"
"837","19","Clia Certified",4,"Clia Certified","Clia ","Clia "
"838","19","Clinical Laboratory Scientist (ClS)",2,"Clinical Laboratory Scientist (ClS)","Clinical Laboratory Scientist (ClS)","Clinical Laboratory Scientist (ClS)"
"839","19","Clinical Laboratory Technologist",4,"Clinical Laboratory Technologist","Clinical Laboratory Technologist","Clinical Laboratory Technologist"
"840","19","Commercial Applicators License",5,"Commercial Applicators License","Commercial Applicators License","Commercial Applicators License"
"841","19","CompTIA Linux+",2,"CompTIA Linux+","CompTIA Linux+","CompTIA Linux+"
"842","19","CompTIA Security+",3,"CompTIA Security+","CompTIA Security+","CompTIA Security+"
"843","19","Conflict Resolution",1,"Conflict Resolution","Conflict Resolution","Conflict Resolution"
"844","19","Contractors License",1,"Contractors License","Contractors License","Contractors License"
"845","19","Cosmetology License",2,"Cosmetology License","Cosmetology License","Cosmetology License"
"846","19","Department of Transportation (DOT) Certified",2,"Department of Transportation (DOT) Certified","Department of Transportation (DOT) ","Department of Transportation (DOT) "
"847","19","Driver's License",458,"Driver's License","Driver's License","Driver's License"
"848","19","Electrical Certification",4,"Electrical ","Electrical ","Electrical "
"849","19","Electrician Certification",8,"Electrician ","Electrician ","Electrician "
"850","19","Environmental Protection Agency Certification",1,"Environmental Protection Agency ","Environmental Protection Agency ","Environmental Protection Agency "
"851","19","Federal Aviation Administration (FAA) Certification",1,"Federal Aviation Administration (FAA) ","Federal Aviation Administration (FAA) ","Federal Aviation Administration (FAA) "
"852","19","Firefighter",1,"Firefighter","Firefighter","Firefighter"
"853","19","Firefighter I",1,"Firefighter I","Firefighter I","Firefighter I"
"854","19","First Aid Cpr Aed",21,"First Aid Cpr Aed","First Aid Cpr Aed","First Aid Cpr Aed"
"855","19","Food Handler Certification",1,"Food Handler ","Food Handler ","Food Handler "
"856","19","Food Service Certification",1,"Food Service ","Food Service ","Food Service "
"857","19","Forklift Operator Certification",39,"Forklift Operator ","Forklift Operator ","Forklift Operator "
"858","19","FSSC 22000",1,"FSSC 22000","FSSC 22000","FSSC 22000"
"859","19","Hazardous Materials Certification",17,"Hazardous Materials ","Hazardous Materials ","Hazardous Materials "
"860","19","HazMat Awareness",3,"HazMat Awareness","HazMat Awareness","HazMat Awareness"
"861","19","Hazwoper",19,"Hazwoper","Hazwoper","Hazwoper"
"862","19","Histotechnologist",1,"Histotechnologist","Histotechnologist","Histotechnologist"
"863","19","Home Health Aide",1,"Home Health Aide","Home Health Aide","Home Health Aide"
"864","19","IPC Certification",2,"IPC ","IPC ","IPC "
"865","19","ISO 9000 Quality Management",1,"ISO 9000 Quality Management","ISO 9000 Quality Management","ISO 9000 Quality Management"
"866","19","IT Infrastructure Library (ITIL) Certification",2,"IT Infrastructure Library (ITIL) ","IT Infrastructure Library (ITIL) ","IT Infrastructure Library (ITIL) "
"867","19","ITIL Certification",2,"ITIL ","ITIL ","ITIL "
"868","19","IV (Intravenous) Certification",2,"IV (Intravenous) ","IV (Intravenous) ","IV (Intravenous) "
"869","19","Laboratory Animal Technician",75,"Laboratory Animal Technician","Laboratory Animal Technician","Laboratory Animal Technician"
"870","19","Laboratory Animal Technologist (LATG)",26,"Laboratory Animal Technologist (LATG)","Laboratory Animal Technologist (LATG)","Laboratory Animal Technologist (LATG)"
"871","19","Laboratory Skills Certificate",1,"Laboratory Skills Certificate","Laboratory Skills Certificate","Laboratory Skills "
"872","19","Leadership In Energy And Environmental Design (LEED) Certified",2,"Leadership In Energy And Environmental Design (LEED) Certified","Leadership In Energy And Environmental Design (LEED) ","Leadership In Energy And Environmental Design (LEED) "
"873","19","Licensed Bachelor of Social Work (LBSW)",1,"Licensed Bachelor of Social Work (LBSW)","Licensed Bachelor of Social Work (LBSW)","Licensed Bachelor of Social Work (LBSW)"
"874","19","Licensed Clinical Social Worker (LCSW)",1,"Licensed Clinical Social Worker (LCSW)","Licensed Clinical Social Worker (LCSW)","Licensed Clinical Social Worker (LCSW)"
"875","19","Licensed Master Social Worker (LMSW)",3,"Licensed Master Social Worker (LMSW)","Licensed Master Social Worker (LMSW)","Licensed Master Social Worker (LMSW)"
"876","19","Licensed Practical Nurse (LPN)",1,"Licensed Practical Nurse (LPN)","Licensed Practical Nurse (LPN)","Licensed Practical Nurse (LPN)"
"877","19","Licensed Professional Engineer",4,"Licensed Professional Engineer","Licensed Professional Engineer","Licensed Professional Engineer"
"878","19","Licensed Vocational Nurse (LVN)",1,"Licensed Vocational Nurse (LVN)","Licensed Vocational Nurse (LVN)","Licensed Vocational Nurse (LVN)"
"879","19","Line & Antenna Sweeping (LAS)",1,"Line & Antenna Sweeping (LAS)","Line & Antenna Sweeping (LAS)","Line & Antenna Sweeping (LAS)"
"880","19","Master Project Management",1,"Master Project Management","Master Project Management","Master Project Management"
"881","19","Mbe Certified",2,"Mbe Certified","Mbe ","Mbe "
"882","19","Microsoft Certified Solutions Associate (MCSA)",1,"Microsoft Certified Solutions Associate (MCSA)","Microsoft  Solutions Associate (MCSA)","Microsoft  Solutions Associate (MCSA)"
"883","19","National Career Readiness Certificate (NCRC)",1,"National Career Readiness Certificate (NCRC)","National Career Readiness Certificate (NCRC)","National Career Readiness  (NCRC)"
"884","19","NICET II",1,"NICET II","NICET II","NICET II"
"885","19","Niosh 582",1,"Niosh 582","Niosh 582","Niosh 582"
"886","19","Occupational Safety and Health Administration Certification",3,"Occupational Safety and Health Administration ","Occupational Safety and Health Administration ","Occupational Safety and Health Administration "
"887","19","OSHA Safety 10 Hour",1,"OSHA Safety 10 Hour","OSHA Safety 10 Hour","OSHA Safety 10 Hour"
"888","19","Pest Control Applicator",12,"Pest Control Applicator","Pest Control Applicator","Pest Control Applicator"
"889","19","Phlebotomy Certification",6,"Phlebotomy ","Phlebotomy ","Phlebotomy "
"890","19","Plc Programming",2,"Plc Programming","Plc Programming","Plc Programming"
"891","19","Project Management Certification",1,"Project Management ","Project Management ","Project Management "
"892","19","Radiation Safety Certification",2,"Radiation Safety ","Radiation Safety ","Radiation Safety "
"893","19","Radiation Safety Certified",2,"Radiation Safety Certified","Radiation Safety ","Radiation Safety "
"894","19","Reactor Operator License",2,"Reactor Operator License","Reactor Operator License","Reactor Operator License"
"895","19","Registered Congenital Cardiac Sonographer",1,"Registered Congenital Cardiac Sonographer","Registered Congenital Cardiac Sonographer","Registered Congenital Cardiac Sonographer"
"896","19","Registered Radiologic Technologist",1,"Registered Radiologic Technologist","Registered Radiologic Technologist","Registered Radiologic Technologist"
"897","19","Seating and Mobility Specialist",4,"Seating and Mobility Specialist","Seating and Mobility Specialist","Seating and Mobility Specialist"
"898","19","Security Clearance",69,"Security Clearance","Security Clearance","Security Clearance"
"899","19","ServSafe",1,"ServSafe","ServSafe","ServSafe"
"900","19","Six Sigma Certification",2,"Six Sigma ","Six Sigma ","Six Sigma "
"901","19","Six Sigma Yellow Belt",3,"Six Sigma Yellow Belt","Six Sigma Yellow Belt","Six Sigma Yellow Belt"
"902","19","Social Work License",1,"Social Work License","Social Work License","Social Work License"
"903","19","Stationary Engineer License",3,"Stationary Engineer License","Stationary Engineer License","Stationary Engineer License"
