"","full_address","must_inc_number_address","bedrooms","bathrooms","sqft","text","source"
"640","7377 139TH AVE NE, HOOPLE, ND, 58243","""7377"" 139TH AVE NE, HOOPLE, ND, 58243",NA,NA,NA,"7377 139th Ave NE, Hoople, ND 58243 - Zillowwww.zillow.com › ... › Walsh County › Hoople › 582437377 139th Ave NE, Hoople, ND 58243 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
"641","13977 74TH ST NE, HOOPLE, ND, 58243","""13977"" 74TH ST NE, HOOPLE, ND, 58243",NA,NA,NA,"13977 74th St NE, Hoople, ND 58243 | realtor.com®www.realtor.com › ... › Walsh County › Hoople › 74th StSee 13977 74th St NE, Hoople, ND 58243, a single family home. View property details, similar homes, and the nearby school and neighborhood information. Use our ...","realtor"
"642","5888 134TH AVE NE, PISEK, ND, 58273","""5888"" 134TH AVE NE, PISEK, ND, 58273",NA,NA,NA,"5888 134th Ave NE, Pisek, ND 58273 - Zillowwww.zillow.com › ... › Walsh County › Pisek › 582735888 134th Ave NE, Pisek, ND 58273 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
"643","5864 COUNTY ROAD 12A, PISEK, ND, 58273","""5864"" COUNTY ROAD 12A, PISEK, ND, 58273",NA,NA,"1,988","5864 County Road 12A, Pisek, ND 58273 - Realtor.comwww.realtor.com › ... › Pisek › County Road 12A5864 County Road 12A, is a single family home, built in 1958, at 1,988 sqft. This home is currently not for sale, this home is estimated to be valued at ...","realtor"
"644","13697 58TH ST NE, FOREST RIVER, ND, 58233","""13697"" 58TH ST NE, FOREST RIVER, ND, 58233","4","2","3378","13697 58th St NE, Forest River, ND 58233 - Zillowwww.zillow.com › North Dakota › Walsh County › Forest River › 5823313697 58th St NE, Forest River, ND 58233 is currently not for sale. The 3378 Square Feet single family home is a 4 beds, 2 baths property.","zillow"
"645","13467 COUNTY ROAD 19, FORDVILLE, ND, 58231","""13467"" COUNTY ROAD 19, FORDVILLE, ND, 58231",NA,NA,NA,"13467 County Road 19, Fordville, ND 58231 | Zillowwww.zillow.com › ... › Walsh County › Fordville › 5823113467 County Road 19, Fordville, ND 58231 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"646","5888 134TH AVE NE, PISEK, ND, 58273","""5888"" 134TH AVE NE, PISEK, ND, 58273",NA,NA,NA,"5888 134th Ave NE, Pisek, ND 58273 - Zillowwww.zillow.com › ... › Walsh County › Pisek › 582735888 134th Ave NE, Pisek, ND 58273 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
"647","13697 58TH ST NE, FOREST RIVER, ND, 58233","""13697"" 58TH ST NE, FOREST RIVER, ND, 58233","4","2","3378","13697 58th St NE, Forest River, ND 58233 - Zillowwww.zillow.com › North Dakota › Walsh County › Forest River › 5823313697 58th St NE, Forest River, ND 58233 is currently not for sale. The 3378 Square Feet single family home is a 4 beds, 2 baths property.","zillow"
"648","13595 59TH ST NE, PISEK, ND, 58273","""13595"" 59TH ST NE, PISEK, ND, 58273",NA,NA,NA,"realtor.comhttps://www.realtor.com/realestateandhomes-detail/...13595 59th St NE, Pisek, ND 58273 | realtor.com®WebView detailed information about property 13595 59th St NE, Pisek, ND 58273 including listing details, property photos, school and neighborhood data, and much more.","realtor"
"649","5744 137TH AVE NE, FOREST RIVER, ND, 58233","""5744"" 137TH AVE NE, FOREST RIVER, ND, 58233",NA,NA,NA,"5744 137th Ave NE, Forest River, ND 58233 - Zillowwww.zillow.com › ... › Walsh County › Forest River › 582335744 137th Ave NE, Forest River, ND 58233 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"650","5524 137TH AVE NE, FOREST RIVER, ND, 58233","""5524"" 137TH AVE NE, FOREST RIVER, ND, 58233",NA,NA,NA,"5524 137th Ave NE, Forest River, ND 58233 - Zillowwww.zillow.com › ... › Walsh County › Forest River › 582335524 137th Ave NE, Forest River, ND 58233 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"651","13489 55TH ST NE, FORDVILLE, ND, 58231","""13489"" 55TH ST NE, FORDVILLE, ND, 58231",NA,NA,NA,"13489 55th St NE, Fordville, ND 58231 | Zillowwww.zillow.com › ... › Walsh County › Fordville › 5823113489 55th St NE, Fordville, ND 58231 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
"652","13546 60TH ST NE, PISEK, ND, 58273","""13546"" 60TH ST NE, PISEK, ND, 58273",NA,NA,NA,"13546 60th St NE, Pisek, ND 58273 | Zillowwww.zillow.com › ... › Walsh County › Pisek › 5827313546 60th St NE, Pisek, ND 58273 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"653","6552 134TH AVE NE, PARK RIVER, ND, 58270","""6552"" 134TH AVE NE, PARK RIVER, ND, 58270",NA,NA,NA,"6552 134th Ave NE, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Pisek › 582706552 134th Ave NE, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"654","797 140TH AVE NE, PORTLAND, ND, 58274","""797"" 140TH AVE NE, PORTLAND, ND, 58274",NA,NA,NA,"797 140th Ave NE, Portland, ND 58274 - Zillowwww.zillow.com › ... › Steele County › Portland › 58274797 140th Ave NE, Portland, ND 58274 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
"655","6518 137TH AVE NE, PARK RIVER, ND, 58270","""6518"" 137TH AVE NE, PARK RIVER, ND, 58270",NA,NA,NA,"6518 137th Ave NE, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Park River › 582706518 137th Ave NE, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"656","6518 137TH AVE NE, PARK RIVER, ND, 58270","""6518"" 137TH AVE NE, PARK RIVER, ND, 58270",NA,NA,NA,"6518 137th Ave NE, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Park River › 582706518 137th Ave NE, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"657","6536 129TH AVE NE, PARK RIVER, ND, 58270","""6536"" 129TH AVE NE, PARK RIVER, ND, 58270",NA,NA,NA,"6536 129th Ave NE, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Park River › 582706536 129th Ave NE, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"658","6437 COUNTY ROAD 12A, PISEK, ND, 58273","""6437"" COUNTY ROAD 12A, PISEK, ND, 58273","4","2","2684","6437 County Road 12a, Pisek, ND 58273 - Zillowwww.zillow.com › ... › Walsh County › Pisek › 582736437 County Road 12a, Pisek, ND 58273 is currently not for sale. The 2684 Square Feet single family home is a 4 beds, 2 baths property.","zillow"
"659","6561 136TH DR NE, PARK RIVER, ND, 58270","""6561"" 136TH DR NE, PARK RIVER, ND, 58270",NA,NA,NA,"realtor.comhttps://www.realtor.com/realestateandhomes-detail/...6561 136th Dr NE, Park River, ND 58270 | realtor.com®WebView detailed information about property 6561 136th Dr NE, Park River, ND 58270 including listing details, property photos, school and neighborhood data, and much more.","realtor"
"660","14015 6TH ST NE, PORTLAND, ND, 58274","""14015"" 6TH ST NE, PORTLAND, ND, 58274",NA,NA,NA,"realtor.comhttps://www.realtor.com/realestateandhomes-detail/...14015 6th St NE, Portland, ND 58274 | realtor.com®WebView detailed information about property 14015 6th St NE, Portland, ND 58274 including listing details, property photos, school and neighborhood data, and much more.","realtor"
"661","13559 64TH ST NE, PISEK, ND, 58273","""13559"" 64TH ST NE, PISEK, ND, 58273",NA,NA,NA,"13559 64th St NE, Pisek, ND 58273 - Zillowwww.zillow.com › ... › Walsh County › Pisek › 5827313559 64th St NE, Pisek, ND 58273 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"662","6491 COUNTY ROAD 12A, PISEK, ND, 58273","""6491"" COUNTY ROAD 12A, PISEK, ND, 58273",NA,NA,NA,"6491 County Road 12a, Pisek, ND 58273 | Zillowwww.zillow.com › ... › Walsh County › Pisek › 582736491 County Road 12a, Pisek, ND 58273 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
"663","6484 137TH AVE NE, PARK RIVER, ND, 58270","""6484"" 137TH AVE NE, PARK RIVER, ND, 58270",NA,NA,NA,"6484 137th Ave NE, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Pisek › 582706484 137th Ave NE, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"664","13595 59TH ST NE, PISEK, ND, 58273","""13595"" 59TH ST NE, PISEK, ND, 58273",NA,NA,NA,"realtor.comhttps://www.realtor.com/realestateandhomes-detail/...13595 59th St NE, Pisek, ND 58273 | realtor.com®WebView detailed information about property 13595 59th St NE, Pisek, ND 58273 including listing details, property photos, school and neighborhood data, and much more.","realtor"
"665","13455 COUNTY ROAD 15, PISEK, ND, 58273","""13455"" COUNTY ROAD 15, PISEK, ND, 58273",NA,NA,NA,"realtor.comhttps://www.realtor.com/realestateandhomes-detail/...13455 County Road 15, Pisek, ND 58273 | realtor.com®WebView detailed information about property 13455 County Road 15, Pisek, ND 58273 including listing details, property photos, school and neighborhood data, and much …","realtor"
"666","13607 COUNTY ROAD 15, PISEK, ND, 58273","""13607"" COUNTY ROAD 15, PISEK, ND, 58273",NA,NA,NA,"13607 County Road 15, Pisek, ND 58273 - Zillowwww.zillow.com › ... › Walsh County › Pisek › 5827313607 County Road 15, Pisek, ND 58273 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
"667","6152 COUNTY ROAD 12A, PISEK, ND, 58273","""6152"" COUNTY ROAD 12A, PISEK, ND, 58273",NA,NA,NA,"6152 County Road 12a, Pisek, ND 58273 - Zillowwww.zillow.com › ... › Walsh County › Pisek › 582736152 County Road 12a, Pisek, ND 58273 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
"668","13568 COUNTY ROAD 12A, PISEK, ND, 58273","""13568"" COUNTY ROAD 12A, PISEK, ND, 58273",NA,NA,NA,"13568 County Road 12a, Pisek, ND 58273 - Zillowwww.zillow.com › ... › Walsh County › Pisek › 5827313568 County Road 12a, Pisek, ND 58273 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"669","13583 70TH ST NE, PARK RIVER, ND, 58270","""13583"" 70TH ST NE, PARK RIVER, ND, 58270",NA,NA,NA,"realtor.comhttps://www.realtor.com/realestateandhomes-detail/...13583 70th St NE, Park River, ND 58270 | realtor.com®WebView detailed information about property 13583 70th St NE, Park River, ND 58270 including listing details, property photos, school and neighborhood data, and much more.","realtor"
"670","13658 61ST ST NE, PISEK, ND, 58273","""13658"" 61ST ST NE, PISEK, ND, 58273",NA,NA,NA,"13658 61st St NE, Pisek, ND 58273 - Zillowwww.zillow.com › ... › Walsh County › Pisek › 5827313658 61st St NE, Pisek, ND 58273 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"671","13658 61ST ST NE, PISEK, ND, 58273","""13658"" 61ST ST NE, PISEK, ND, 58273",NA,NA,NA,"13658 61st St NE, Pisek, ND 58273 - Zillowwww.zillow.com › ... › Walsh County › Pisek › 5827313658 61st St NE, Pisek, ND 58273 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"672","13693 69TH ST NE, PARK RIVER, ND, 58270","""13693"" 69TH ST NE, PARK RIVER, ND, 58270",NA,NA,NA,"13693 69th St NE, Park River, ND 58270 | Zillowwww.zillow.com › ... › Walsh County › Park River › 5827013693 69th St NE, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"673","211 HILL AVE N, PARK RIVER, ND, 58270","""211"" HILL AVE N, PARK RIVER, ND, 58270",NA,NA,NA,"211 Hill Ave N, Park River, ND 58270 | Zillowwww.zillow.com › ... › Walsh County › Park River › 58270211 Hill Ave N, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
"674","13344 69TH ST NE, PARK RIVER, ND, 58270","""13344"" 69TH ST NE, PARK RIVER, ND, 58270",NA,NA,NA,"13344 69th St NE, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Park River › 5827013344 69th St NE, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"675","13309 HIGHWAY 17, PARK RIVER, ND, 58270","""13309"" HIGHWAY 17, PARK RIVER, ND, 58270",NA,NA,NA,"13309 Highway 17, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Park River › 5827013309 Highway 17, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"676","13261 HIGHWAY 17, PARK RIVER, ND, 58270","""13261"" HIGHWAY 17, PARK RIVER, ND, 58270",NA,NA,NA,"13261 Highway 17, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Park River › 5827013261 Highway 17, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"677","13263 HIGHWAY 17, PARK RIVER, ND, 58270","""13263"" HIGHWAY 17, PARK RIVER, ND, 58270",NA,NA,NA,"13263 Highway 17, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Park River › 5827013263 Highway 17, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"678","13323 HIGHWAY 17, PARK RIVER, ND, 58270","""13323"" HIGHWAY 17, PARK RIVER, ND, 58270",NA,NA,NA,"13323 Highway 17, Park River, ND 58270 | Zillowwww.zillow.com › ... › Walsh County › Park River › 5827013323 Highway 17, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"679","13325 HIGHWAY 17, PARK RIVER, ND, 58270","""13325"" HIGHWAY 17, PARK RIVER, ND, 58270",NA,NA,NA,"13325 Highway 17, Park River, ND 58270 | Zillowwww.zillow.com › ... › Walsh County › Park River › 5827013325 Highway 17, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"680","13313 HIGHWAY 17, PARK RIVER, ND, 58270","""13313"" HIGHWAY 17, PARK RIVER, ND, 58270",NA,NA,NA,"13313 Highway 17, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Park River › 5827013313 Highway 17, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"681","13208 69TH ST NE, PARK RIVER, ND, 58270","""13208"" 69TH ST NE, PARK RIVER, ND, 58270",NA,NA,NA,"realtor.comhttps://www.realtor.com/realestateandhomes-detail/...13208 69th St NE, Park River, ND 58270 | realtor.com®WebView detailed information about property 13208 69th St NE, Park River, ND 58270 including listing details, property photos, school and neighborhood data, and much more.","realtor"
"682","13257 HIGHWAY 17, PARK RIVER, ND, 58270","""13257"" HIGHWAY 17, PARK RIVER, ND, 58270",NA,NA,NA,"13257 Highway 17, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Park River › 5827013257 Highway 17, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"683","13255 HIGHWAY 17, PARK RIVER, ND, 58270","""13255"" HIGHWAY 17, PARK RIVER, ND, 58270",NA,NA,NA,"13255 Highway 17, Park River, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Park River › 5827013255 Highway 17, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"684","127 JACOB ST W, PARK RIVER, ND, 58270","""127"" JACOB ST W, PARK RIVER, ND, 58270",NA,NA,NA,"127 Jacob St W, Park River, ND 58270 | Zillowwww.zillow.com › ... › Walsh County › Park River127 Jacob St W, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
"685","6852 COUNTY ROAD 12, PARK RIVER, ND, 58270","""6852"" COUNTY ROAD 12, PARK RIVER, ND, 58270",NA,NA,NA,"6852 County Road 12, Park River, ND 58270 | Zillowwww.zillow.com › ... › Walsh County › Park River › 582706852 County Road 12, Park River, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property.","zillow"
"686","13253 HIGHWAY 17, PARK RIVER, ND, 58270","""13253"" HIGHWAY 17, PARK RIVER, ND, 58270",NA,NA,NA,"13253 Highway 17, Hoople, ND 58270 - Zillowwww.zillow.com › ... › Walsh County › Park River › 5827013253 Highway 17, Hoople, ND 58270 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
