Raw,Freq,entity,certificate,confidence_entry,confidence_cert,confidence
Associate Business Continuity Professional,37,Certified Internet Web (CIW),Certified Internet Web (CIW) Internet Business Associate,0.3033,0.2358,0.0806
Nccer Industrial Pipefitter,1,National Center for Construction Education and Research (NCCER),Pipefitting - Level 3,0.3566,0.2000,0.0804
Production Certificate,107,APICS,APICS Certificate in Production and Inventory Management,0.2646,0.2683,0.0800
Certified Residential Specialist,2,ESCO Group,Master Specialist Residential Electric Heat,0.2324,0.3045,0.0798
8 Discipline,10,Brainbench,Java 8,0.1409,0.5000,0.0794
Acute Care Nurse Practitioner,36,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Advanced Practice Nurse,89,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Baton Permit,2,International Code Council,Permit Technician,0.1409,0.5000,0.0794
BICSI Certification,1619,Building Industry Consulting Service International,BICSI Technician,0.1409,0.5000,0.0794
Certified Dialysis Nurse,1,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Certified Emergency Nurse,4,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Certified Hospice and Palliative Nurse (CHPN),3,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Certified Rehab Nurse,4,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Hazwoper,1331,Occupational Safety & Health Administration,OSHA HAZWOPER,0.1409,0.5000,0.0794
Licensed Practical Nurse (LPN),1088,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Licensed Vocational Nurse (LVN),376,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Medical Surgical Nurse,2,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Nurse Anesthetist,29,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Nurse Practitioner,66,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Psychiatric Nurse Practitioner,1,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Series 8,5,Brainbench,Java 8,0.1409,0.5000,0.0794
Sexual Assault Nurse Examiner,1,National Council of State Boards of Nursing,Registered Nurse,0.1409,0.5000,0.0794
Boom Truck Operator,7,J. J. Keller,"Forklift, Clamp and Reach Truck Operator Certificate",0.2635,0.2671,0.0793
Bucket Truck Operator,2,J. J. Keller,"Forklift, Clamp and Reach Truck Operator Certificate",0.2635,0.2671,0.0793
Certified Maintenance Specialist,21,International Code Council,Code Specialist,0.2283,0.3071,0.0790
Certified Facility Manager (CFM),294,Solid Waste Association of North America,Certified Collection Systems - Manager,0.2805,0.2497,0.0790
Fire Instructor I,203,National Center for Construction Education and Research (NCCER),Pipelayer - Level I,0.2511,0.2787,0.0789
Waste Management Facility Operator,5,Solid Waste Association of North America,Household Hazardous Waste & CESQG Collection Facility Operations - Specialist,0.2807,0.2490,0.0788
Bomi Systems Maintenance Technician,1,National Center for Construction Education and Research (NCCER),Electronic Systems Technician - Level 4,0.2923,0.2391,0.0788
Master Certified Technician,227,Associated Locksmiths of America,Certified Master Safe Technician,0.1984,0.3520,0.0787
Certified in Teaching English To Speakers of Other Languages,1,Federal Emergency Management Agency (FEMA),Introduction to Hazardous Materials,0.2976,0.2345,0.0787
Certified Electrical Maintenance,2,International Code Council,Commercial Electrical Inspector,0.2566,0.2718,0.0786
Certified Clinical Research Associate (CRA),2,American Health Information Management Association (AHIMA),Certified Coding Associate,0.2538,0.2748,0.0786
HP Accredited Systems Engineer (ASE),1,National Institute for Automotive Service Excellence (ASE),ASE Student Certification - Electrical/Electronic Systems,0.2427,0.2871,0.0786
Alcohol Safety,1,National Restaurant Association,ServSafe Alcohol,0.1398,0.4961,0.0782
Breath Alcohol Technician,17,National Restaurant Association,ServSafe Alcohol,0.1398,0.4961,0.0782
Breath Alcohol Test,1,National Restaurant Association,ServSafe Alcohol,0.1398,0.4961,0.0782
CompTIA CSA+,21,CompTIA,CompTIA Cloud+,0.1398,0.4961,0.0782
CompTIA Project+,43,CompTIA,CompTIA Cloud+,0.1398,0.4961,0.0782
Pharmacy Technology,5,National Healthcareer Association (NHA) ,Pharmacy Technician,0.1398,0.4961,0.0782
PMMI Mechatronics Certification,39,Packaging Machinery Manufacturers Institute (PMMI),Mechatronics - Industrial Electricity 2,0.2796,0.2480,0.0782
ServSafe,13119,National Restaurant Association,ServSafe Alcohol,0.1398,0.4961,0.0782
Certified Industrial Hygienist,89,ETA International,Industrial Electronics,0.1490,0.4653,0.0782
Certified Alarm Technician,102,Electronic Security Association,Certified Alarm Technician - Level I,0.2210,0.3137,0.0781
Entertainment Technician Certification,16,Professional Lighting and Sound Association,Certified Entertainment Electrician,0.2075,0.3333,0.0780
Hardware Technician,10,Door and Hardware Institute,Electrified Hardware Consultant,0.2075,0.3333,0.0780
Brake Inspector Certification,713,American Petroleum Institute,Piping Inspector Certification,0.1706,0.4037,0.0777
Certified Strength and Conditioning Specialist,52,ESCO Group,Residential Air Conditioning Certification,0.3007,0.2289,0.0776
Hazardous Waste Incinerator Operator,7,Solid Waste Association of North America,Household Hazardous Waste & CESQG Collection Facility Operations - Specialist,0.2785,0.2471,0.0776
Hazardous Waste Transportation Certificate,7,Solid Waste Association of North America,Household Hazardous Waste & CESQG Collection Facility Operations - Specialist,0.2785,0.2471,0.0776
Certified Mold Maker,5,SOLIDWORKS,Certified SOLIDWORKS Advanced Professional Mold Making,0.2411,0.2852,0.0775
Teaching English As A Foreign Language (TEFL),2,Computing Technology Industry Association (CompTIA),CompTIA A+ Certification,0.2145,0.3203,0.0774
American Institute of Steel Construction (AISC),38,American Concrete Institute International,Concrete Construction Special Inspector,0.3019,0.2271,0.0773
American Physical Therapy Association (APTA) Certification,61,Federation of State Boards of Physical Therapy (FSBPT),Physical Therapist Assistant (PTA),0.2785,0.2461,0.0773
Awareness and Operations,29,ESCO Group,Green Awareness Certification,0.2071,0.3307,0.0772
Certified Diver,19,Association of Diving Contractors International,Air Diver,0.1387,0.4921,0.0769
Certified Trust and Financial Advisor (CTFA),36,CFA Institute,Chartered Financial Analyst (CFA),0.1951,0.3461,0.0761
Aviation Electronics Certificate,7,CertTEC,CertTEC Aviation Structures certification,0.2720,0.2480,0.0760
Adult Learning Certificate,4,American Red Cross,Adult CPR,0.1376,0.4883,0.0757
Architectural Technology,3,American Design Drafter Association (ADDA),Architectural Drafter,0.1376,0.4883,0.0757
Child Welfare Certificate,18,American Red Cross,Child CPR,0.1376,0.4883,0.0757
Child Welfare Licensing,1,American Red Cross,Child CPR,0.1376,0.4883,0.0757
Java Certification,11,Brainbench,Java 8,0.1376,0.4883,0.0757
Maternal Child,6,American Red Cross,Child CPR,0.1376,0.4883,0.0757
Airframe and Powerplant (A and P) Certification,4225,Federal Aviation Administration (FAA),Aviation Mechanic Powerplant (AMP) Certificate,0.3346,0.2000,0.0754
IT Infrastructure Library (ITIL) Certification,4261,AXELOS Ltd. ,ITIL Service Operations Certification,0.1937,0.3437,0.0751
ITIL Certification,1996,AXELOS Ltd. ,ITIL Service Operations Certification,0.1937,0.3437,0.0751
Pilot Certification,158,Federal Aviation Administration (FAA),Remote Pilot Airman Certification,0.1937,0.3437,0.0751
Total Productive Maintenance Certification,9,"BioCommunications Association, Inc. - Board of Registry",Total Body Photography Certification,0.1937,0.3437,0.0751
Fire Fighter,7,Aircraft Rescue and Fire Fighting Training Alliance,Airport Fire Officer,0.2146,0.3102,0.0750
Certified Materials and Resource Professional (CMRP),274,Federal Emergency Management Agency (FEMA),Introduction to Hazardous Materials,0.2745,0.2422,0.0749
Security Technician Certificate of Approval,17,National Institute for Certification in Engineering Technologies,Video Security Systems Technician III,0.2430,0.2732,0.0749
Certified Child Care Worker,4,Emergency Care & Safety Institute,Adult & Child CPR & AED,0.2719,0.2441,0.0748
Chartered Institute of Personnel and Development (CIPD),12,Federal Emergency Management Agency (FEMA),Professional Development Certificate of Achievement,0.2522,0.2624,0.0746
CNC Programming,10,National Institute for Metal Working Skills (NIMS),Machining Level I: CNC Turning: Programming Setup & Operations,0.2731,0.2422,0.0746
Certified Software Tester,4, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.2953,0.2238,0.0745
Photography Certification,1,"BioCommunications Association, Inc. - Board of Registry",Total Body Photography Certification,0.1926,0.3418,0.0742
Mobility Assistance Vehicle Technician,82,Department of Environmental Quality,Vehicle Emissions Inspector,0.2031,0.3229,0.0739
Oil Burner Technician,24,North American Technician Excellence - Industry Competency Exam (ICE),Residential Oil Furnaces,0.2031,0.3229,0.0739
Structured Cabling Certification,6,Electronics Technicians Association (ETA) International,Data Cabling Installer Certification,0.1915,0.3398,0.0734
Aerial Lift Certification,427,National Safety Council (NSC),Lift Truck Operator,0.1937,0.3333,0.0728
Quality Service,20,International Association of Plumbing and Mechanical Officials,Service Plumbing Certification,0.2431,0.2649,0.0726
Telecommunications Certification,17,Electronics Technicians Association (ETA) International,Telecommunications Electronics Technician Certification,0.1904,0.3378,0.0725
Public Safety Certificate,123,Federal Emergency Management Agency (FEMA),Public Information Officer Awareness,0.2635,0.2441,0.0725
Training For Intervention Procedures (TIPS) Certification,243,ESCO Group,Basic Refrigeration and Charging Procedures Certification,0.2787,0.2291,0.0720
Paramedic Certification,601,Board for Critical Care Transport Paramedic Certification (BCCTPS) ,Flight Paramedic (FP-C),0.1926,0.3307,0.0718
Certified Associate Business Analyst,7,Certified Internet Web (CIW),Certified Internet Web (CIW) Internet Business Associate,0.2505,0.2540,0.0717
Professional Achievement,1,Federal Emergency Management Agency (FEMA),Professional Development Certificate of Achievement,0.2116,0.3004,0.0717
Certified Radiology Technician,12,Association for the Advancement of Medical Instrumentation,Certified Radiology Equipment Specialist,0.2254,0.2817,0.0716
Fire Sprinkler License,29,National Fire Protection Association,Certified Fire Protection Specialist,0.2720,0.2327,0.0713
Driving Instructor,5,Air Conditioning Contractors of America,Instructor Certification,0.1333,0.4729,0.0710
Fire Instructor,29,Air Conditioning Contractors of America,Instructor Certification,0.1333,0.4729,0.0710
Gas Technician,9,Association of Diving Contractors International,Mixed Gas Diver,0.1999,0.3152,0.0710
Certified Plastic and Reconstructive Surgery Coder,3,Certification Board for Sterile Processing and Distribution,Certified Ambulatory Surgery Technician,0.2250,0.2798,0.0709
Fire Inspector III,10,International Municipal Signal Association,Traffic Signal Inspector Level I,0.3759,0.1672,0.0709
Certified Electronic Recorder,2,National Healthcareer Association (NHA) ,Certified Electronic Health Records Specialist (CEHRS),0.2304,0.2725,0.0708
All Data Certification,9,Cloud Credential Council,Big Data Foundation Certification,0.1872,0.3321,0.0701
Data Warehouse Certification,2,Cloud Credential Council,Big Data Foundation Certification,0.1872,0.3321,0.0701
Dental Hygienist Certification,47,National Board for Certification in Dental Laboratory Technology,Certified Dental Technician,0.1904,0.3255,0.0699
Air Frame and Power Plant License,5,National Institute for Automotive Service Excellence (ASE),ASE Student Certification - Heating and Air Conditioning,0.3224,0.1917,0.0697
Certified Professional in Healthcare Quality,6,Federal Emergency Management Agency (FEMA),Applying ICS to Healthcare Organizations,0.3210,0.1922,0.0696
Burglar and Fire,33,Aircraft Rescue and Fire Fighting Training Alliance,Airport Fire Officer,0.1984,0.3102,0.0694
Property and Casualty License,359,International Code Council,Property Maintenance and Housing Inspector,0.2082,0.2955,0.0693
Driver/Operator Pumper,148,Building Performance Institute,Multifamily Building Operator,0.2060,0.2978,0.0692
Certified Surgical Technician,7524,Certification Board for Sterile Processing and Distribution,Certified Surgical Instrument Specialist,0.2221,0.2759,0.0691
Massage Therapist Certification,32,American Registry of Radiologic Technologists (ARRT),Registered Radiation Therapist,0.1893,0.3229,0.0689
