,EIN,NCCSKEY,FISYR,NAME,STATE,NTEE1,ADDRESS,CITY,ZIP,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,MAJGRPB,CONT
123733,341014291,341014291201812.0,2018,NORTHEAST OHIO NEIGHBORHOOD HEALTH SERVICES INC,OH,E,4800 PAYNE AVE,CLEVELAND,44103-2443,3,HE,HE,HE,E,14214652.0
123735,341015976,341015976201806.0,2018,PLANNED PARENTHOOD OF GREATER OHIO,OH,E,444 W EXCHANGE ST,AKRON,44302-1711,3,HE,HE,HE,E,10627714.0
123769,341039414,341039414201812.0,2018,CANTON CHRISTIAN HOME INC,OH,E,2550 CLEVELAND AVE NW,CANTON,44709-3306,3,HE,HE,HE,E,429880.0
123774,341041385,341041385201806.0,2018,SALEM COMMUNITY HOSPITAL,OH,E,1995 E STATE ST,SALEM,44460-2423,3,HE,HE,EH,EH,154050.0
123776,341042711,341042711201906.0,2019,FAMILY PLANNING SERVICES OF,OH,E,602 LEONA ST,ELYRIA,44035-2404,3,HE,HE,HE,E,135964.0
123785,341048666,341048666201809.0,2018,COMMUNITY HOSPITALS AND WELLNESS CENTERS,OH,E,433 W HIGH ST,BRYAN,43506-1690,3,HE,HE,EH,EH,69386.0
123806,341081191,341081191201812.0,2018,LAKE COUNTY FREE CLINIC,OH,E,125 E ERIE ST,PAINESVILLE,44077-3445,3,HE,HE,HE,E,532632.0
123811,341085239,341085239201812.0,2018,WOMENS HEALTH CENTER OF JEFFERSON COUNTY OHIO INCORPORATED,OH,E,PO BOX 962,STEUBENVILLE,43952-5962,3,HE,HE,HE,E,84599.0
123824,341091439,341091439201906.0,2019,TOWNHALL II,OH,E,155 N WATER ST,KENT,44240-2418,3,HE,HE,HE,E,3347639.0
123829,341095056,341095056201812.0,2018,BRETHREN CARE INC,OH,E,2140 CENTER STREET,ASHLAND,44805-4376,3,HE,HE,HE,E,121097.0
123847,341110901,341110901201906.0,2019,EASTERN OHIO AREA HEALTH EDUCATION CENTER INC,OH,E,1 UNIVERSITY PLZ,YOUNGSTOWN,44555-0001,3,HE,HE,HE,E,102385.0
123853,341114700,341114700201812.0,2018,WOOD COUNTY MEDICAL BUILDING INC,OH,E,950 W WOOSTER ST,BOWLING GREEN,43402-2603,3,HE,HE,HE,E,0.0
123854,341116795,341116795201812.0,2018,HOSPITAL COUNCIL OF NORTHWEST OHIO,OH,E,3231 CENTRAL PARK W STE 200,TOLEDO,43617-3008,3,HE,HE,EH,EH,3267063.0
123862,341119524,341119524201903.0,2019,FAMILY HEALTH SERVICES OF DARKE COUNTY INC,OH,E,5735 MEEKER RD,GREENVILLE,45331-1180,3,HE,HE,HE,E,3090659.0
123863,341120194,341120194201803.0,2018,COMMUNITY AND RURAL HEALTH SERVICES,OH,E,2221 HAYES AVE,FREMONT,43420-2632,3,HE,HE,HE,E,4440250.0
123869,341125708,341125708201812.0,2018,UNIVERSITY SUBURBAN HEALTH CENTER,OH,E,1611 S GREEN RD,SO EUCLID,44121-4129,3,HE,HE,HE,E,0.0
123886,341140468,341140468201812.0,2018,COMMUNITY DIALYSIS CENTER,OH,E,18720 CHAGRIN BLVD,SHAKER HTS,44122-4855,3,HE,HE,HE,E,914198.0
123903,341153179,341153179201803.0,2018,SISTERS OF ST JOSEPH OF ST MARK,OH,E,2300 RENO DRIVE,LOUISVILLE,44641-8754,3,HE,HE,HE,E,0.0
123905,341155210,341155210201812.0,2018,APOSTOLIC CHRISTIAN HOME INC,OH,E,10680 STEINER RD,RITTMAN,44270-9518,3,HE,HE,HE,E,173799.0
123912,341159395,341159395201812.0,2018,COMMUNITY HEALTH PROFESSIONALS INC,OH,E,1159 WESTWOOD DR,VAN WERT,45891-2464,3,HE,HE,HE,E,519096.0
123914,341160220,341160220201812.0,2018,UPPER SCIOTO VALLEY AMBULANCE DISTRICT,OH,E,PO BOX 83,ALGER,45812-0083,3,HE,HE,HE,E,0.0
123919,341162129,341162129201812.0,2018,MINSTER AREA LIFE SQUAD INC,OH,E,PO BOX 60,MINSTER,45865-0060,3,HE,HE,HE,E,29097.0
123920,341165201,341165201201812.0,2018,OTTAWA VALLEY CENTER INCORPORATED,OH,E,1325 S SERIFF RD,LIMA,45805-2818,3,HE,HE,HE,E,0.0
123922,341166722,341166722201806.0,2018,ELIZA JENNINGS HOME,OH,E,10603 DETROIT AVE,CLEVELAND,44102-1647,3,HE,HE,HE,E,1890.0
123935,341173007,341173007201812.0,2018,CENTRAL HOSPITAL SERVICES INC,OH,E,1226 HURON RD E,CLEVELAND,44115-1702,3,HE,HE,EH,EH,0.0
123980,341192599,341192599201901.0,2019,OHIO HILLS HEALTH SERVICES,OH,E,101 E MAIN ST,BARNESVILLE,43713-1005,3,HE,HE,HE,E,1964937.0
123983,341193296,341193296201812.0,2018,OTTERBEIN PORTAGE VALLEY INC,OH,E,20311 PEMBERVILLE ROAD,PEMBERVILLE,43450-9413,3,HE,HE,HE,E,111879.0
123992,341195190,341195190201812.0,2018,TRUMBULL MEMORIAL HEALTH FOUNDATION,OH,E,201 E COMMERCE ST STE 150,YOUNGSTOWN,44503-1655,3,HE,HE,HE,E,19445.0
124029,341204928,341204928201812.0,2018,UNION HOSPITAL AUXILIARY,OH,E,659 BOULEVARD ST,DOVER,44622-2026,3,HE,HE,HE,E,1678.0
124049,341211158,341211158201812.0,2018,YOUNGSTOWN GENERAL DUTY NURSES ASSOCIATION INC,OH,E,PO BOX 5810,YOUNGSTOWN,44504-0810,3,HE,HE,HE,E,10129.0
124071,341218346,341218346201806.0,2018,CARROLL COUNTY VISITING NURSE ASSOCIATION AND HOME HEALTH AGENCY,OH,E,PO BOX 610,CARROLLTON,44615-0610,3,HE,HE,HE,E,0.0
124087,341225366,341225366201812.0,2018,EUCLID GENERAL HOSPITAL MEDICAL STAFF FOUNDATION,OH,E,20600 CHAGRIN BOULEVARD,CLEVELAND,44122-5327,3,HE,HE,HE,E,29750.0
124099,341229510,341229510201705.0,2017,COMMUNITY HOSPITAL AND WELLNESS CENTER MONTPELIER AUXILIARY INC,OH,E,909 E SNYDER AVE,MONTPELIER,43543-1251,3,HE,HE,HE,E,2849.0
124126,341243260,341243260201812.0,2018,CANTON MEDICAL EDUCATION FOUNDATION INC,OH,E,2600 SIXTH STREET SW,CANTON,44710-1702,3,HE,HE,HE,E,4445610.0
124138,341248565,341248565201812.0,2018,DILLONVALE EMERGENCY MEDICAL SERVICE,OH,E,PO BOX 8,DILLONVALE,43917-0008,3,HE,HE,HE,E,6478.0
124142,341249538,341249538201905.0,2019,MERCY SERVICE LEAGUE,OH,E,1320 MERCY DR NW,CANTON,44708-2614,3,HE,HE,HE,E,323614.0
124149,341251576,341251576201907.0,2019,CITIZENS AMBULANCE SERVICE,OH,E,19 RAILROAD AVE,WAKEMAN,44889-9219,3,HE,HE,HE,E,293923.0
124162,341256081,341256081201812.0,2018,WOOSTER COMMUNITY HOSPITAL AUXILIARY INC,OH,E,1761 BEALL AVE,WOOSTER,44691-2342,3,HE,HE,HE,E,1025.0
124209,341268828,341268828201812.0,2018,COMMUNITY HEALTH PARTNERS PHYSICIANS OFFICE BUILDINGS,OH,E,3700 KOLBE RD,LORAIN,44053-1611,3,HE,HE,HE,E,0.0
124210,341269123,341269123201812.0,2018,RONALD MCDONALD HOUSE CHARITIES OF NORTHEAST OHIO INC,OH,E,10415 EUCLID AVE,CLEVELAND,44106-4709,3,HE,HE,HE,E,3381594.0
124256,341284738,341284738201806.0,2018,RECOVERY SERVICES OF NORTHWEST OHIO INC,OH,E,511 PERRY ST,DEFIANCE,43512-2123,3,HE,HE,HE,E,1477221.0
124273,341289433,341289433201806.0,2018,CRANDALL MEDICAL CENTER,OH,E,800 S 15TH ST,SEBRING,44672-2050,3,HE,HE,HE,E,155119.0
124284,341292849,341292849201812.0,2018,ST LUKES HOSPITAL FOUNDATION INC,OH,E,5901 MONCLOVA RD,MAUMEE,43537-1841,3,HE,HE,HE,E,742613.0
124292,341296522,341296522201812.0,2018,HARMONY VILLAGE INC,OH,E,901 SOUTH MAIN STREET,COLUMBIANA,44408-0000,3,HE,HE,HE,E,382083.0
124294,341296803,341296803201906.0,2019,INTERNATIONAL CENTER FOR ARTIFICAL ORGANS & TRANSPLANTATION,OH,E,10 W ERIE ST STE 200,PAINESVILLE,44077-3270,3,HE,HE,HE,E,0.0
124302,341300581,341300581201806.0,2018,NEIGHBORHOOD HEALTH CARE INCORPORATED,OH,E,3569 RIDGE RD,CLEVELAND,44102-5443,3,HE,HE,HE,E,6547381.0
124328,341309496,341309496201812.0,2018,BIRTHCARE OF MEDINA COUNTY,OH,E,620 E SMITH RD E-5A,MEDINA,44256-3650,3,HE,HE,EH,EH,38873.0
124333,341310435,341310435201812.0,2018,FIELDSTONE FARM THERAPEUTIC RIDING CENTER,OH,E,16497 SNYDER RD,CHAGRIN FALLS,44023-4313,3,HE,HE,HE,E,1576275.0
124358,341316735,341316735201812.0,2018,TRI-STATE HOSPITAL CHAPLAINCY,OH,E,425 W 5TH ST,E LIVERPOOL,43920-2405,3,HE,HE,EH,EH,7657.0
124392,341326953,341326953201806.0,2018,SANDUSKY AREA HEALTH EDUCATION CENTER INC,OH,E,1912 HAYES AVE,SANDUSKY,44870-4736,3,HE,HE,EH,EH,0.0
124431,341339077,341339077201812.0,2018,CANCER ASSOCIATION OF CHAMPAIGN COUNTY,OH,E,PO BOX 38125,URBANA,43078-8125,3,HE,HE,HE,E,51606.0
124464,341349742,341349742201812.0,2018,RONALD MCDONALD HOUSE CHARITIES OF NORTHWEST OHIO INC,OH,E,3883 MONROE ST,TOLEDO,43606-3930,3,HE,HE,HE,E,1303448.0
124474,341352672,341352672201812.0,2018,RIVERSIDE EMERGENCY MEDICAL SERVICE INC,OH,E,PO BOX 2,DE GRAFF,43318-0002,3,HE,HE,HE,E,140.0
124482,341354653,341354653201812.0,2018,LIFESTAR AMBULANCE INC,OH,E,2200 JEFFERSON AVENUE,TOLEDO,,3,HE,HE,HE,E,0.0
124507,341363770,341363770201906.0,2019,AMERICAN COLLEGE OF PHYSICIANS,OH,E,4720 HILL TOP LN,CINCINNATI,45243-4014,3,HE,HE,HE,E,12077.0
124517,341366709,341366709201812.0,2018,CARE ENTERPRISES INC,OH,E,5901 MONCLOVA RD,MAUMEE,43537-1841,3,HE,HE,HE,E,0.0
124535,341369963,341369963201812.0,2018,BLANCHARD VALLEY REGIONAL HEALTH CENTER,OH,E,1900 S MAIN ST,FINDLAY,45840-1214,3,HE,HE,EH,EH,0.0
124537,341370522,341370522201812.0,2018,BLANCHARD VALLEY HEALTH FOUNDATION,OH,E,1900 S MAIN ST,FINDLAY,45840-1214,3,HE,HE,HE,E,3456404.0
124548,341374338,341374338201908.0,2019,HIGHLAND COUNTY SOCIETY FOR CRIPP LED CHILDREN & ADULTS,OH,E,111 W WALNUT ST,HILLSBORO,45133-1454,3,HE,HE,HE,E,301505.0
124556,341375201,341375201201812.0,2018,WISHES CAN HAPPEN INC,OH,E,PO BOX 9428,CANTON,44711-9428,3,HE,HE,HE,E,239608.0
124557,341375592,341375592201812.0,2018,ANSONIA AREA EMERGENCY SERVICE INC,OH,E,PO BOX 171,ANSONIA,45303-0171,3,HE,HE,HE,E,1979.0
124560,341376159,341376159201812.0,2018,EQUESTRIAN THERAPY PROGRAM,OH,E,22532 BOWSHER RD,CRIDERSVILLE,45806-9511,3,HE,HE,HE,E,127980.0
124609,341392513,341392513201806.0,2018,THE CANTON REGIONAL AREA HEALTH EDUCATION CENTER INC,OH,E,6000 FRANK AVE NW,CANTON,44720-7548,3,HE,HE,HE,E,126195.0
124610,341392784,341392784201812.0,2018,ACMC FOUNDATION,OH,E,2420 LAKE AVE,ASHTABULA,44004-4954,3,HE,HE,HE,E,219597.0
124646,341401659,341401659201812.0,2018,FIRELANDS REGIONAL HEALTH SYSTEM,OH,E,1111 HAYES AVE,SANDUSKY,44870-3323,3,HE,HE,HE,E,0.0
124656,341403820,341403820201809.0,2018,EMPLOYERS HEALTH COALTION OF OHIO INCORPORATED,OH,E,4771 FULTON DR NW,CANTON,44718-2380,3,HE,HE,HE,E,298018.0
124670,341407259,341407259201812.0,2018,MARY RUTAN HOSPITAL,OH,E,205 E PALMER RD,BELLEFONTAINE,43311-2281,3,HE,HE,EH,EH,42145.0
124688,341412964,341412964201806.0,2018,SYLVANIA FRANCISCAN HEALTH,OH,E,1715 INDIAN WOOD CIR STE 200,MAUMEE,43537-4055,3,HE,HE,HE,E,0.0
124724,341425870,341425870201812.0,2018,LAKE HOSPITAL SYSTEM INC,OH,E,7590 AUBURN RD,CONCORD TWP,44077-9176,3,HE,HE,EH,EH,1903511.0
124725,341425872,341425872201812.0,2018,LAKE HOSPITAL FOUNDATION INC,OH,E,7590 AUBURN RD,CONCORD TWP,44077-9176,3,HE,HE,HE,E,1577821.0
124768,341439124,341439124201812.0,2018,BARBERTON-SUMMIT COUNTY FREE CLINIC,OH,E,113 9TH ST NW,BARBERTON,44203-2455,3,HE,HE,HE,E,6026.0
124781,341443079,341443079201906.0,2019,MOUNT EATON CARE CENTER INC,OH,E,PO BOX 177,MOUNT EATON,44659-0177,3,HE,HE,HE,E,25036.0
124814,341455135,341455135201812.0,2018,SOUTHWEST COMMUNITY HEALTH FOUNDATION,OH,E,18697 BAGLEY RD,CLEVELAND,44130-3417,3,HE,HE,HE,E,1263423.0
124815,341455141,341455141201812.0,2018,SOUTHWEST COMMUNITY HEALTH SYSTEM,OH,E,18697 BAGLEY RD,CLEVELAND,44130-3417,3,HE,HE,EH,EH,2177.0
124820,341456398,341456398201812.0,2018,COMMUNITY WEST FOUNDATION,OH,E,800 SHARON DRIVE SUITE C,WESTLAKE,44145-1521,3,HE,HE,HE,E,2305994.0
124825,341458573,341458573201812.0,2018,HENRY COUNTY SENIOR CENTER INC,OH,E,203 ROHRS AVE,NAPOLEON,43545-2145,3,HE,HE,HE,E,1711127.0
124831,341461047,341461047201812.0,2018,WESTERN RESERVE HEALTH FOUNDATION,OH,E,201 E COMMERCE ST STE 150,YOUNGSTOWN,44503-1655,3,HE,HE,HE,E,46963.0
124860,341471131,341471131201808.0,2018,MAKE-A-WISH FOUNDATION OF OHIO KENTUCKY AND INDIANA INC,OH,E,2545 FARMERS DR STE 300,COLUMBUS,43235-2705,3,HE,HE,HE,E,14904122.0
124873,341476934,341476934201812.0,2018,FISHER-TITUS AFFILIATED SERVICES,OH,E,272 BENEDICT AVE,NORWALK,44857-2374,3,HE,HE,HE,E,990558.0
124874,341476935,341476935201812.0,2018,FISHER TITUS HEALTH,OH,E,272 BENEDICT AVE,NORWALK,44857-2374,3,HE,HE,EH,EH,8310.0
124875,341476937,341476937201812.0,2018,FISHER-TITUS FOUNDATION,OH,E,272 BENEDICT AVE,NORWALK,44857-2374,3,HE,HE,HE,E,339854.0
124893,341484014,341484014201812.0,2018,CRAWFORD COUNTY SHARED HEALTH SERVI,OH,E,PO BOX 327,GALION,44833-0327,3,HE,HE,HE,E,21728.0
124902,341487107,341487107201806.0,2018,CORNERSTONE PREGNANCY SERVICES,OH,E,364 GRISWOLD RD,ELYRIA,44035-2301,3,HE,HE,HE,E,330096.0
124917,341492735,341492735201812.0,2018,BLACK RIVER EDUCATION AND WELLNESS FOUNDATION,OH,E,PO BOX 142,AVON,44011-0142,3,HE,HE,HE,E,94585.0
124939,341503188,341503188201806.0,2018,MARION GENERAL HOSPITAL FOUNDATION INC,OH,E,1000 MCKINLEY PARK DR,MARION,43302-6397,3,HE,HE,HE,E,312776.0
124940,341503646,341503646201806.0,2018,AKRON BAR ASSOCIATION FOUNDATION,OH,E,57 SOUTH BROADWAY,AKRON,44308-1702,3,HE,HE,HE,E,818396.0
124946,341506180,341506180201812.0,2018,LORAIN COUNTY FREE CLINIC INC,OH,E,5040 OBERLIN AVE,LORAIN,44053-3432,3,HE,HE,HE,E,952168.0
124952,341509482,341509482201812.0,2018,HEALTH LEGACY OF CLEVELAND INC,OH,E,PO BOX 201519,CLEVELAND,44120-8108,3,HE,HE,HE,E,10640.0
124954,341510544,341510544201812.0,2018,ROBINSON MEMORIAL HOSPITAL FOUNDATION,OH,E,PO BOX 1204,RAVENNA,44266-1204,3,HE,HE,HE,E,1194082.0
124965,341514528,341514528201906.0,2019,BRYAN UNIV OF TOLEDO COLLEGE OF MEDICINE AREA HEALTH EDUCATION CEN,OH,E,433 W HIGH ST,BRYAN,43506-1690,3,HE,HE,EH,EH,67478.0
124971,341517671,341517671201812.0,2018,PROMEDICA HEALTH SYSTEM INC,OH,E,100 MADISON AVE,TOLEDO,43604-1516,3,HE,HE,EH,EH,173467676.0
124972,341517672,341517672201812.0,2018,PROMEDICA FOUNDATION,OH,E,444 N SUMMIT ST,TOLEDO,43604-1514,3,HE,HE,HE,E,16475193.0
124984,341522484,341522484201806.0,2018,TRI-STATE HEALTH SERVICES INC,OH,E,ONE ROSS PARK BLVD,STEUBENVILLE,43952-2681,3,HE,HE,HE,E,2380249.0
124986,341522779,341522779201906.0,2019,MEDICAL EQUIPMENT AND SUPPLIES ARBROAD FOUNDATION INC,OH,E,1092 BENDING BROOK LN,WATERVILLE,43566-0000,3,HE,HE,HE,E,95673.0
124989,341525159,341525159201812.0,2018,LIFEBANC,OH,E,4775 RICHMOND RD,CLEVELAND,44128-5919,3,HE,HE,HE,E,737042.0
125005,341533355,341533355201812.0,2018,EMERGENCY NURSES ASSOCIATION,OH,E,2140 CHELMSFORD LN,TOLEDO,43614-2018,3,HE,HE,HE,E,0.0
125012,341536257,341536257201812.0,2018,NORTH COAST HEALTH,OH,E,16110 DETROIT AVE,LAKEWOOD,44107-3715,3,HE,HE,HE,E,1468836.0
125045,341546464,341546464201806.0,2018,WOOD COUNTY HOSPITAL FOUNDATION,OH,E,950 W WOOSTER ST,BOWLING GREEN,43402-2603,3,HE,HE,HE,E,319876.0
125055,341550591,341550591201908.0,2019,RAINBOW OF HOPE FOUNDATION INC,OH,E,PO BOX 8,MOUNT HOPE,44660-0008,3,HE,HE,HE,E,624318.0
125084,341560243,341560243201806.0,2018,ELIZA JENNINGS SENIOR CARE NETWORK,OH,E,26376 JOHN RD,OLMSTED TOWNSHIP,44138-1277,3,HE,HE,HE,E,359324.0
125085,341560246,341560246201806.0,2018,ELIZA JENNINGS SERVICES CORPORATION,OH,E,10603 DETROIT AVE,CLEVELAND,44102-1647,3,HE,HE,HE,E,31434.0
125100,341567102,341567102201812.0,2018,AIM WOMENS CENTER,OH,E,248 N 5TH ST,STEUBENVILLE,43952-2130,3,HE,HE,HE,E,189681.0
125114,341571749,341571749201809.0,2018,HARRISON COMMUNITY HOSPITAL FOUNDATION,OH,E,951 E MARKET ST,CADIZ,43907-9799,3,HE,HE,HE,E,16683.0
125115,341571750,341572000000000.0,2018,HARRISON COMMUNITY HOSPITAL INC,OH,E,951 E MARKET ST,CADIZ,43907-9799,3,HE,HE,EH,EH,18383.0
125122,341574291,341574291201812.0,2018,RONALD MCDONALD HOUSE CHARITIES INC,OH,E,6611 ROCKSIDE RD STE 105,INDEPENDENCE,,3,HE,HE,HE,E,537847.0
125125,341574907,341574907201812.0,2018,VOLUNTEER OPTOMETRIC SERVICES TO HUMANITY OHIO CHAPTER INCORPORATED,OH,E,11330 BLOOMLOCK RD,DELPHOS,45833-9605,3,HE,HE,HE,E,4473.0
125126,341575266,341575266201812.0,2018,CHILDRENS HOME CARE GROUP,OH,E,1 PERKINS SQ,AKRON,44308-1062,3,HE,HE,HE,E,0.0
125135,341577705,341577705201812.0,2018,EDISON BIOTECHNOLOGY CENTER INC,OH,E,1275 KINNEAR RD,COLUMBUS,43212-1180,3,HE,HE,HE,E,35000.0
125159,341587149,341587149201812.0,2018,ALUMINUM CANS FOR BURNED CHILDREN OF NORTHEAST OHIO,OH,E,4758 RIDGE RD,CLEVELAND,44144-3327,3,HE,HE,HE,E,13477.0
125189,341596175,341596175201809.0,2018,SHARE FOUNDATION OF COMMUNITY HOSPITALS OF WILLIAMS COUNTY INC,OH,E,433 W HIGH ST,BRYAN,43506-1690,3,HE,HE,HE,E,11716.0
125227,341604749,341604749201812.0,2018,THE NORTH AMERICAN MENOPAUSE SOCIETY,OH,E,30050 CHAGRIN BLVD STE 120W,PEPPER PIKE,44124-5716,3,HE,HE,HE,E,1287568.0
125231,341605226,341605226201812.0,2018,THE AUXILLARY OF LAKE HOSPITAL SYSTEM INC,OH,E,7590 AUBURN RD,CONCORD TWP,44077-9176,3,HE,HE,HE,E,0.0
125240,341609341,341609341201812.0,2018,OHIO NORTH EAST HEALTH SYSTEMS INC,OH,E,726 WICK AVE,YOUNGSTOWN,44505-2827,3,HE,HE,HE,E,4397736.0
125252,341613785,341613785201812.0,2018,MIDDLEFIELD CARE CENTER INC,OH,E,14999 LENNY DR,MIDDLEFIELD,44062-9466,3,HE,HE,HE,E,26437.0
125283,341622010,341622010201812.0,2018,VNA CAREPLUS,OH,E,2500 E 22ND ST,CLEVELAND,44115-3204,3,HE,HE,HE,E,3126.0
125295,341623769,341623769201812.0,2018,JTD HOSPITAL FOUNDATION,OH,E,200 SAINT CLAIR AVE,ST MARYS,45885-2400,3,HE,HE,HE,E,709120.0
125296,341623770,341623770201812.0,2018,JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,OH,E,200 SAINT CLAIR AVE,ST MARYS,45885-2400,3,HE,HE,EH,EH,412137.0
125308,341626664,341626664201812.0,2018,PARMA HOSPITAL HEALTH CARE FOUNDATION,OH,E,7007 POWERS BLVD,PARMA,44129-5437,3,HE,HE,HE,E,1443203.0
125309,341626761,341626761201803.0,2018,COMMUNITY AND RURAL HEALTH SERVICES FOUNDATION,OH,E,2221 HAYES AVE,FREMONT,43420-2632,3,HE,HE,HE,E,0.0
125351,341638790,341638790201812.0,2018,VISITING NURSE ASSOCIATION OF CLEVELAND HOSPICE,OH,E,2500 E 22ND ST,CLEVELAND,44115-3204,3,HE,HE,HE,E,13269.0
125395,341652755,341652755201812.0,2018,SOUTHWEST GENERAL MEDICAL GROUP INC,OH,E,18697 BAGLEY RD,MIDDLEBRG HTS,44130-3417,3,HE,HE,HE,E,0.0
125416,341658625,341658625201806.0,2018,PROVIDENCE CARE CENTER,OH,E,2025 HAYES AVE,SANDUSKY,44870-4739,3,HE,HE,HE,E,95.0
125439,341664502,341664502201906.0,2019,WOMENS AUXILIARY OF GALION COMMUNITY HOSPITAL,OH,E,269 PORTLAND WAY S,GALION,44833-2312,3,HE,HE,HE,E,0.0
125477,341676119,341676119201812.0,2018,HOSPICE OF MORROW COUNTY INC,OH,E,228 SOUTH ST,MOUNT GILEAD,43338-1450,3,HE,HE,HE,E,27267.0
125493,341680157,341680157201812.0,2018,LUTHER HOME OF MERCY FOUNDATION,OH,E,PO BOX 187,WILLISTON,43468-0187,3,HE,HE,HE,E,484950.0
125498,341680562,341680562201812.0,2018,HEARTBEAT OF OTTAWA COUNTY INC,OH,E,PO BOX 903,PORT CLINTON,43452-0903,3,HE,HE,HE,E,18613.0
125505,341682108,341682108201812.0,2018,EAST LIVERPOOL CITY HOSPITAL AUXILIARY INCORPORATED,OH,E,425 W 5TH ST,E LIVERPOOL,43920-2405,3,HE,HE,HE,E,662.0
125547,341694632,341694632201812.0,2018,LIMA MEMORIAL HOSPITAL AUXILIARY,OH,E,1001 BELLEFONTAINE AVE,LIMA,45804-2800,3,HE,HE,HE,E,15391.0
125588,341707570,341707570201812.0,2018,LIMA MEMORIAL FOUNDATION,OH,E,1001 BELLEFONTAINE AVE,LIMA,45804-2800,3,HE,HE,HE,E,1690055.0
125592,341708192,341708192201812.0,2018,WOODSFIELD EMERGENCY SQUAD,OH,E,PO BOX 653,WOODSFIELD,43793-0653,3,HE,HE,HE,E,0.0
125595,341708901,341708901201812.0,2018,LIFECARE FAMILY HEALTH AND DENTAL CENTER INC,OH,E,2725 LINCOLN ST E,CANTON,44707-2769,3,HE,HE,HE,E,3321621.0
125600,341710663,341710663201812.0,2018,CLEVELAND VA MEDICAL RESEARCH AND EDUCATION FOUNDATION,OH,E,10701 EAST BLVD,CLEVELAND,44106-1702,3,HE,HE,HE,E,4924819.0
125648,341722394,341722394201812.0,2018,REGINA HEALTH CENTER,OH,E,5232 BROADVIEW RD,RICHFIELD,44286-9608,3,HE,HE,HE,E,1142258.0
125653,341723582,341723582201812.0,2018,NATIONAL ASSOCIATION OF LOCAL BOARDS OF HEALTH,WI,E,563 CARTER COURT SUITE B,KIMBERLY,54136-2201,3,HE,HE,HE,E,0.0
125694,341735884,341735884201812.0,2018,AXESSPOINTE COMMUNITY HEALTH CENTER INC,OH,E,1400 SOUTH ARLINGTON STREET SUITE 3,AKRON,44306-3750,3,HE,HE,HE,E,3082428.0
125709,341740578,341740578201812.0,2018,TWIN TO TWIN TRANSFUSION SYNDROME FOUNDATION INC,OH,E,411 LONGBEACH PKWY,BAY VILLAGE,44140-1327,3,HE,HE,HE,E,156927.0
125722,341745374,341745374201812.0,2018,BELLEVUE HOSPITAL FOUNDATION,OH,E,1400 WEST MAIN STREET,BELLEVUE,44811-9088,3,HE,HE,HE,E,64110.0
125732,341748911,341748911201812.0,2018,RONALD MCDONALD HOUSE CHARITIES INC,OH,E,4900 MARKET STREET,YOUNGSTOWN,44512-2130,3,HE,HE,HE,E,44192.0
125737,341749587,341749587201812.0,2018,WIGS FOR KIDS INC,OH,E,24231 CENTER RIDGE RD,WESTLAKE,44145-4211,3,HE,HE,HE,E,1341713.0
125742,341751179,341751179201812.0,2018,CENTER STREET COMMUNITY CLINIC INC,OH,E,136 W CENTER ST,MARION,43302-3704,3,HE,HE,HE,E,2432923.0
125758,341753919,341753919201812.0,2018,THIRD STREET COMMUNITY CLINIC INC,OH,E,600 W 3RD ST,MANSFIELD,44906-2633,3,HE,HE,HE,E,4175844.0
125771,341758151,341758151201812.0,2018,HEALTHCARE 2000 COMMUNITY CLINIC INC,OH,E,1874 CLEVELAND RD,WOOSTER,44691-2263,3,HE,HE,HE,E,428819.0
125773,341758384,341758384201812.0,2018,SHEPHERDS FOUNDATION INC,OH,E,5525 SILICA RD,AUSTINTOWN,44515-1002,3,HE,HE,HE,E,231207.0
125791,341764515,341764515201806.0,2018,SCH PROFESSIONAL CORPORATION,OH,E,1995 E STATE ST,SALEM,44460-2423,3,HE,HE,HE,E,0.0
125803,341766905,341766905201812.0,2018,COMMUNITY CARE AMBULANCE NETWORK,OH,E,115 E 24TH ST,ASHTABULA,44004-3417,3,HE,HE,HE,E,0.0
125808,341767997,341767997201812.0,2018,VICTORY CENTER,OH,E,5532 W CENTRAL AVE STE B,TOLEDO,43615-0713,3,HE,HE,HE,E,249112.0
125811,341768541,341768541201905.0,2019,SUMMIT COUNTY MEDICAL ALLIANCE FOUNDATION,OH,E,839 ROBINWOOD HILLS DR,AKRON,44333-1549,3,HE,HE,HE,E,70.0
125819,341772414,341772414201901.0,2019,BUCYRUS COMMUNITY HOSPITAL WOMENS AUXILIARY,OH,E,629 N SANDUSKY AVE,BUCYRUS,44820-1821,3,HE,HE,HE,E,13503.0
125822,341773323,341773323201812.0,2018,COMMUNITY AMBULANCE SERVICE,OH,E,2800 MAPLE AVE,ZANESVILLE,43701-1716,3,HE,HE,HE,E,0.0
125836,341777878,341778000000000.0,2018,MT SINAI HEALTH CARE FOUNDATION,OH,E,11000 EUCLID AVENUE 3RD FLOOR,CLEVELAND,44106-1799,3,HE,HE,HE,E,36855.0
125838,341778204,341778204201812.0,2018,PRIME HEALTH INC,OH,E,7590 AUBURN RD,CONCORD TWP,44077-9176,3,HE,HE,HE,E,0.0
125839,341778387,341778387201906.0,2019,PRETERM FOUNDATION,OH,E,12000 SHAKER BLVD,CLEVELAND,44120-1922,3,HE,HE,HE,E,303915.0
